ASCII SAMPLE CYCLES :			coverage dependence of o2  ramp4 exp2.mdc
DATE :	12/3/2019	TIME :	12:02:45 PM
CONVERTED CYCLES :			4090
Number of stored cycles			4090
Printed start cycle			1
Printed end cycle			4090
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	32.00	min:	7.80508E-011	max:	3.49099E-008	
2362	12/3/2019	12:11:39:11 PM	534.11	2.16489E-010	912.243	
2363	12/3/2019	12:11:39:32 PM	534.328	2.14305E-010	913.934	
2364	12/3/2019	12:11:39:54 PM	534.547	2.12546E-010	915.776	
2365	12/3/2019	12:11:39:76 PM	534.766	2.08754E-010	917.316	
2366	12/3/2019	12:11:39:98 PM	534.985	2.08208E-010	919.233	
2367	12/3/2019	12:11:40:20 PM	535.203	2.1021E-010	921.149	
2368	12/3/2019	12:11:40:43 PM	535.438	1.99563E-010	922.765	
2369	12/3/2019	12:11:40:65 PM	535.656	2.06661E-010	924.081	
2370	12/3/2019	12:11:40:87 PM	535.875	1.94831E-010	925.471	
2371	12/3/2019	12:11:41:09 PM	536.094	1.93739E-010	927.35	
2372	12/3/2019	12:11:41:32 PM	536.328	1.94558E-010	929.417	
2373	12/3/2019	12:11:41:54 PM	536.547	1.95195E-010	930.657	
2374	12/3/2019	12:11:41:76 PM	536.766	2.03112E-010	932.423	
2375	12/3/2019	12:11:41:98 PM	536.985	1.9929E-010	933.287	
2376	12/3/2019	12:11:42:20 PM	537.203	1.95741E-010	935.504	
2377	12/3/2019	12:11:42:43 PM	537.438	1.94285E-010	937.646	
2378	12/3/2019	12:11:42:65 PM	537.656	1.95445E-010	939.149	
2379	12/3/2019	12:11:42:87 PM	537.875	1.8473E-010	941.141	
2380	12/3/2019	12:11:43:09 PM	538.094	1.8655E-010	942.719	
2381	12/3/2019	12:11:43:32 PM	538.328	1.8928E-010	944.072	
2382	12/3/2019	12:11:43:54 PM	538.547	1.8655E-010	945.838	
2383	12/3/2019	12:11:43:76 PM	538.766	1.94467E-010	947.792	
2384	12/3/2019	12:11:43:98 PM	538.985	1.80726E-010	949.333	
2385	12/3/2019	12:11:44:20 PM	539.203	1.87096E-010	950.723	
2386	12/3/2019	12:11:44:42 PM	539.422	1.8837E-010	952.452	
2387	12/3/2019	12:11:44:65 PM	539.656	1.82182E-010	954.331	
2388	12/3/2019	12:11:44:87 PM	539.875	1.8018E-010	955.797	
2389	12/3/2019	12:11:45:09 PM	540.094	1.76176E-010	957.337	
2390	12/3/2019	12:11:45:31 PM	540.313	1.77996E-010	959.216	
2391	12/3/2019	12:11:45:54 PM	540.547	1.81515E-010	960.757	
2392	12/3/2019	12:11:45:76 PM	540.766	1.88734E-010	962.711	
2393	12/3/2019	12:11:45:98 PM	540.985	1.7836E-010	964.214	
2394	12/3/2019	12:11:46:20 PM	541.203	1.75357E-010	966.018	
2395	12/3/2019	12:11:46:42 PM	541.422	1.75266E-010	967.521	
2396	12/3/2019	12:11:46:64 PM	541.641	1.74083E-010	969.362	
2397	12/3/2019	12:11:46:86 PM	541.86	1.69169E-010	970.677	
2398	12/3/2019	12:11:47:09 PM	542.094	1.69078E-010	972.256	
2399	12/3/2019	12:11:47:31 PM	542.313	1.72718E-010	974.247	
2400	12/3/2019	12:11:47:53 PM	542.531	1.67986E-010	976.164	
2401	12/3/2019	12:11:47:75 PM	542.75	1.68077E-010	977.291	
2402	12/3/2019	12:11:47:96 PM	542.969	1.7334E-010	979.283	
2403	12/3/2019	12:11:48:18 PM	543.188	1.70261E-010	980.861	
2404	12/3/2019	12:11:48:40 PM	543.406	1.69078E-010	982.139	
2405	12/3/2019	12:11:48:62 PM	543.625	1.64892E-010	983.905	
2406	12/3/2019	12:11:48:84 PM	543.844	1.62344E-010	985.558	
2407	12/3/2019	12:11:49:07 PM	544.078	1.63618E-010	987.512	
2408	12/3/2019	12:11:49:29 PM	544.297	1.61434E-010	989.091	
2409	12/3/2019	12:11:49:51 PM	544.516	1.64528E-010	990.894	
2410	12/3/2019	12:11:49:73 PM	544.735	1.58431E-010	992.51	
2411	12/3/2019	12:11:49:96 PM	544.969	1.6289E-010	993.863	
2412	12/3/2019	12:11:50:18 PM	545.188	1.54336E-010	995.892	
2413	12/3/2019	12:11:50:40 PM	545.406	1.55701E-010	997.17	
2414	12/3/2019	12:11:50:62 PM	545.625	1.55155E-010	998.636	
2415	12/3/2019	12:11:50:84 PM	545.844	1.56793E-010	1000.21	
2416	12/3/2019	12:11:51:06 PM	546.063	1.51333E-010	1002.13	
2417	12/3/2019	12:11:51:28 PM	546.281	1.54791E-010	1004.2	
2418	12/3/2019	12:11:51:50 PM	546.5	1.52789E-010	1005.47	
2419	12/3/2019	12:11:51:73 PM	546.735	1.54245E-010	1007.32	
2420	12/3/2019	12:11:51:95 PM	546.953	1.47875E-010	1009.12	
2421	12/3/2019	12:11:52:17 PM	547.172	1.47511E-010	1010.62	
2422	12/3/2019	12:11:52:39 PM	547.391	1.4651E-010	1012.09	
2423	12/3/2019	12:11:52:61 PM	547.61	1.45782E-010	1014.04	
2424	12/3/2019	12:11:52:82 PM	547.828	1.5743E-010	1015.73	
2425	12/3/2019	12:11:53:04 PM	548.047	1.40686E-010	1017.42	
2426	12/3/2019	12:11:53:26 PM	548.266	1.52334E-010	1019	
2427	12/3/2019	12:11:53:50 PM	548.5	1.49695E-010	1020.43	
2428	12/3/2019	12:11:53:73 PM	548.735	1.39958E-010	1022.38	
2429	12/3/2019	12:11:53:95 PM	548.953	1.45691E-010	1023.85	
2430	12/3/2019	12:11:54:17 PM	549.172	1.45509E-010	1025.77	
2431	12/3/2019	12:11:54:39 PM	549.391	1.42324E-010	1027.5	
2432	12/3/2019	12:11:54:61 PM	549.61	1.4378E-010	1029.15	
2433	12/3/2019	12:11:54:82 PM	549.828	1.47875E-010	1030.99	
2434	12/3/2019	12:11:55:04 PM	550.047	1.45964E-010	1032.42	
2435	12/3/2019	12:11:55:26 PM	550.266	1.45054E-010	1034.33	
2436	12/3/2019	12:11:55:48 PM	550.485	1.43507E-010	1035.91	
2437	12/3/2019	12:11:55:70 PM	550.703	1.40777E-010	1037.23	
2438	12/3/2019	12:11:55:92 PM	550.922	1.40231E-010	1038.92	
2439	12/3/2019	12:11:56:14 PM	551.141	1.41596E-010	1041.06	
2440	12/3/2019	12:11:56:36 PM	551.36	1.37683E-010	1042.04	
2441	12/3/2019	12:11:56:59 PM	551.594	1.40504E-010	1043.54	
2442	12/3/2019	12:11:56:81 PM	551.813	1.43689E-010	1044.86	
2443	12/3/2019	12:11:57:03 PM	552.031	1.35499E-010	1046.92	
2444	12/3/2019	12:11:57:25 PM	552.25	1.33497E-010	1049.03	
2445	12/3/2019	12:11:57:48 PM	552.485	1.35044E-010	1050.91	
2446	12/3/2019	12:11:57:70 PM	552.703	1.34953E-010	1052.26	
2447	12/3/2019	12:11:57:92 PM	552.922	1.32587E-010	1054.33	
2448	12/3/2019	12:11:58:14 PM	553.141	1.35772E-010	1055.79	
2449	12/3/2019	12:11:58:36 PM	553.36	1.35226E-010	1057.78	
2450	12/3/2019	12:11:58:59 PM	553.594	1.29584E-010	1058.95	
2451	12/3/2019	12:11:58:81 PM	553.813	1.29402E-010	1060.38	
2452	12/3/2019	12:11:59:03 PM	554.031	1.32951E-010	1062.18	
2453	12/3/2019	12:11:59:25 PM	554.25	1.29129E-010	1063.95	
2454	12/3/2019	12:11:59:46 PM	554.469	1.28219E-010	1065.52	
2455	12/3/2019	12:11:59:70 PM	554.703	1.3104E-010	1066.61	
2456	12/3/2019	12:11:59:92 PM	554.922	1.33497E-010	1068.79	
2457	12/3/2019	12:12:00:14 PM	555.141	1.33952E-010	1070.48	
2458	12/3/2019	12:12:00:36 PM	555.36	1.25944E-010	1071.61	
2459	12/3/2019	12:12:00:57 PM	555.578	1.29675E-010	1073.64	
2460	12/3/2019	12:12:00:81 PM	555.813	1.2831E-010	1075.26	
2461	12/3/2019	12:12:01:03 PM	556.031	1.3559E-010	1077.25	
2462	12/3/2019	12:12:01:25 PM	556.25	1.30312E-010	1078.83	
2463	12/3/2019	12:12:01:46 PM	556.469	1.33884E-010	1080.59	
2464	12/3/2019	12:12:01:68 PM	556.688	1.27218E-010	1082.1	
2465	12/3/2019	12:12:01:90 PM	556.906	1.20575E-010	1083.94	
2466	12/3/2019	12:12:02:12 PM	557.125	1.27946E-010	1085.18	
2467	12/3/2019	12:12:02:34 PM	557.344	1.22213E-010	1086.94	
2468	12/3/2019	12:12:02:56 PM	557.563	1.30221E-010	1088.71	
2469	12/3/2019	12:12:02:79 PM	557.797	1.29402E-010	1090.14	
2470	12/3/2019	12:12:03:01 PM	558.016	1.25626E-010	1091.6	
2471	12/3/2019	12:12:03:23 PM	558.235	1.26126E-010	1093.41	
2472	12/3/2019	12:12:03:45 PM	558.453	1.18118E-010	1094.72	
2473	12/3/2019	12:12:03:68 PM	558.688	1.23487E-010	1096.71	
2474	12/3/2019	12:12:03:92 PM	558.922	1.24397E-010	1098.59	
2475	12/3/2019	12:12:04:14 PM	559.141	1.23305E-010	1100.02	
2476	12/3/2019	12:12:04:36 PM	559.36	1.25398E-010	1101.45	
2477	12/3/2019	12:12:04:57 PM	559.578	1.23396E-010	1102.76	
2478	12/3/2019	12:12:04:79 PM	559.797	1.22668E-010	1104.79	
2479	12/3/2019	12:12:05:01 PM	560.016	1.19938E-010	1106.11	
2480	12/3/2019	12:12:05:23 PM	560.235	1.18118E-010	1107.99	
2481	12/3/2019	12:12:05:45 PM	560.453	1.2103E-010	1109.72	
2482	12/3/2019	12:12:05:67 PM	560.672	1.23214E-010	1111.63	
2483	12/3/2019	12:12:05:89 PM	560.891	1.24943E-010	1112.84	
2484	12/3/2019	12:12:06:11 PM	561.11	1.21758E-010	1114.19	
2485	12/3/2019	12:12:06:32 PM	561.328	1.23487E-010	1116.44	
2486	12/3/2019	12:12:06:54 PM	561.547	1.24033E-010	1118.32	
2487	12/3/2019	12:12:06:78 PM	561.781	1.20029E-010	1119.83	
2488	12/3/2019	12:12:07:00 PM	562	1.19665E-010	1121.14	
2489	12/3/2019	12:12:07:21 PM	562.219	1.21303E-010	1122.68	
2490	12/3/2019	12:12:07:43 PM	562.438	1.20757E-010	1124.71	
2491	12/3/2019	12:12:07:65 PM	562.656	1.19847E-010	1126.51	
2492	12/3/2019	12:12:07:89 PM	562.891	1.22577E-010	1127.83	
2493	12/3/2019	12:12:08:11 PM	563.11	1.2467E-010	1129.45	
2494	12/3/2019	12:12:08:32 PM	563.328	1.21394E-010	1130.84	
2495	12/3/2019	12:12:08:54 PM	563.547	1.22941E-010	1132.53	
2496	12/3/2019	12:12:08:76 PM	563.766	1.18209E-010	1134.29	
2497	12/3/2019	12:12:09:00 PM	564	1.11293E-010	1135.98	
2498	12/3/2019	12:12:09:21 PM	564.219	1.1921E-010	1138.2	
2499	12/3/2019	12:12:09:45 PM	564.453	1.18118E-010	1139.52	
2500	12/3/2019	12:12:09:67 PM	564.672	1.22759E-010	1141.24	
2501	12/3/2019	12:12:09:89 PM	564.891	1.22577E-010	1142.79	
2502	12/3/2019	12:12:10:11 PM	565.11	1.15388E-010	1144.66	
2503	12/3/2019	12:12:10:32 PM	565.328	1.22031E-010	1145.98	
2504	12/3/2019	12:12:10:54 PM	565.547	1.19119E-010	1147.78	
2505	12/3/2019	12:12:10:76 PM	565.766	1.15752E-010	1149.4	
2506	12/3/2019	12:12:11:00 PM	566	1.21576E-010	1150.94	
2507	12/3/2019	12:12:11:21 PM	566.219	1.14478E-010	1152.56	
2508	12/3/2019	12:12:11:43 PM	566.438	1.092E-010	1154.55	
2509	12/3/2019	12:12:11:65 PM	566.656	1.17936E-010	1156.39	
2510	12/3/2019	12:12:11:87 PM	566.875	1.10747E-010	1157.55	
2511	12/3/2019	12:12:12:11 PM	567.11	1.16571E-010	1159.02	
2512	12/3/2019	12:12:12:32 PM	567.328	1.11839E-010	1160.6	
2513	12/3/2019	12:12:12:54 PM	567.547	1.13841E-010	1161.8	
2514	12/3/2019	12:12:12:76 PM	567.766	1.18664E-010	1163.72	
2515	12/3/2019	12:12:13:01 PM	568.016	1.1375E-010	1165.63	
2516	12/3/2019	12:12:13:25 PM	568.25	1.18846E-010	1167.36	
2517	12/3/2019	12:12:13:46 PM	568.469	1.13477E-010	1169.28	
2518	12/3/2019	12:12:13:68 PM	568.688	1.16207E-010	1170.67	
2519	12/3/2019	12:12:13:90 PM	568.906	1.12567E-010	1172.17	
2520	12/3/2019	12:12:14:12 PM	569.125	1.12658E-010	1174.09	
2521	12/3/2019	12:12:14:36 PM	569.36	1.18573E-010	1175.48	
2522	12/3/2019	12:12:14:57 PM	569.578	1.12567E-010	1177.24	
2523	12/3/2019	12:12:14:79 PM	569.797	1.20484E-010	1179.05	
2524	12/3/2019	12:12:15:01 PM	570.016	1.1739E-010	1180.44	
2525	12/3/2019	12:12:15:23 PM	570.235	1.12294E-010	1182.28	
2526	12/3/2019	12:12:15:46 PM	570.469	1.18573E-010	1183.6	
2527	12/3/2019	12:12:15:68 PM	570.688	1.22395E-010	1185.29	
2528	12/3/2019	12:12:15:90 PM	570.906	1.10929E-010	1187.05	
2529	12/3/2019	12:12:16:12 PM	571.125	1.20037E-010	1188.52	
2530	12/3/2019	12:12:16:36 PM	571.36	1.11839E-010	1190.4	
2531	12/3/2019	12:12:16:57 PM	571.578	1.17663E-010	1192.31	
2532	12/3/2019	12:12:16:79 PM	571.797	1.16662E-010	1193.89	
2533	12/3/2019	12:12:17:03 PM	572.031	1.1102E-010	1195.06	
2534	12/3/2019	12:12:17:25 PM	572.25	1.07744E-010	1196.82	
2535	12/3/2019	12:12:17:46 PM	572.469	1.14296E-010	1198.81	
2536	12/3/2019	12:12:17:68 PM	572.688	1.09928E-010	1200.02	
2537	12/3/2019	12:12:17:90 PM	572.906	1.13022E-010	1202.01	
2538	12/3/2019	12:12:18:12 PM	573.125	1.0738E-010	1203.32	
2539	12/3/2019	12:12:18:36 PM	573.36	1.17299E-010	1204.15	
2540	12/3/2019	12:12:18:57 PM	573.578	1.14569E-010	1205.2	
2541	12/3/2019	12:12:18:79 PM	573.797	1.16207E-010	1206.97	
2542	12/3/2019	12:12:19:01 PM	574.016	1.1466E-010	1207.65	
2543	12/3/2019	12:12:19:23 PM	574.235	1.1921E-010	1209.37	
2544	12/3/2019	12:12:19:45 PM	574.453	1.14569E-010	1210.88	
2545	12/3/2019	12:12:19:68 PM	574.688	1.13477E-010	1212.34	
2546	12/3/2019	12:12:19:90 PM	574.906	1.06106E-010	1213.77	
2547	12/3/2019	12:12:20:12 PM	575.125	1.14842E-010	1215.2	
2548	12/3/2019	12:12:20:34 PM	575.344	1.13022E-010	1217.45	
2549	12/3/2019	12:12:20:57 PM	575.578	1.10201E-010	1218.77	
2550	12/3/2019	12:12:20:79 PM	575.797	1.1466E-010	1220.42	
2551	12/3/2019	12:12:21:03 PM	576.031	1.12476E-010	1221.96	
2552	12/3/2019	12:12:21:25 PM	576.25	1.15866E-010	1223.69	
2553	12/3/2019	12:12:21:46 PM	576.469	1.13386E-010	1225.49	
2554	12/3/2019	12:12:21:68 PM	576.688	1.10565E-010	1227.34	
2555	12/3/2019	12:12:21:90 PM	576.906	1.14615E-010	1228.76	
2556	12/3/2019	12:12:22:12 PM	577.125	1.12476E-010	1230.23	
2557	12/3/2019	12:12:22:36 PM	577.36	1.11111E-010	1231.85	
2558	12/3/2019	12:12:22:57 PM	577.578	1.14751E-010	1233.35	
2559	12/3/2019	12:12:22:79 PM	577.797	1.14205E-010	1235.6	
2560	12/3/2019	12:12:23:01 PM	578.016	1.1739E-010	1237.03	
2561	12/3/2019	12:12:23:23 PM	578.235	1.04832E-010	1238.38	
2562	12/3/2019	12:12:23:45 PM	578.453	1.13386E-010	1240	
2563	12/3/2019	12:12:23:67 PM	578.672	1.12021E-010	1242.1	
2564	12/3/2019	12:12:23:90 PM	578.906	1.05924E-010	1243.53	
2565	12/3/2019	12:12:24:12 PM	579.125	1.10838E-010	1245	
2566	12/3/2019	12:12:24:34 PM	579.344	1.18573E-010	1246.46	
2567	12/3/2019	12:12:24:56 PM	579.563	1.15024E-010	1247.93	
2568	12/3/2019	12:12:24:79 PM	579.797	1.11657E-010	1249.54	
2569	12/3/2019	12:12:25:01 PM	580.016	1.1102E-010	1251.46	
2570	12/3/2019	12:12:25:23 PM	580.235	1.15388E-010	1253.34	
2571	12/3/2019	12:12:25:45 PM	580.453	1.14751E-010	1254.69	
2572	12/3/2019	12:12:25:67 PM	580.672	1.10277E-010	1256.31	
2573	12/3/2019	12:12:25:90 PM	580.906	1.16025E-010	1257.7	
2574	12/3/2019	12:12:26:12 PM	581.125	1.14205E-010	1259.5	
2575	12/3/2019	12:12:26:34 PM	581.344	1.16753E-010	1261.38	
2576	12/3/2019	12:12:26:56 PM	581.563	1.15661E-010	1262.51	
2577	12/3/2019	12:12:26:78 PM	581.781	1.21212E-010	1264.24	
2578	12/3/2019	12:12:27:01 PM	582.016	1.13477E-010	1265.97	
2579	12/3/2019	12:12:27:23 PM	582.235	1.2194E-010	1267.39	
2580	12/3/2019	12:12:27:45 PM	582.453	1.14478E-010	1268.48	
2581	12/3/2019	12:12:27:67 PM	582.672	1.13386E-010	1270.36	
2582	12/3/2019	12:12:27:90 PM	582.906	1.12021E-010	1272.77	
2583	12/3/2019	12:12:28:12 PM	583.125	1.10747E-010	1274.2	
2584	12/3/2019	12:12:28:34 PM	583.344	1.07198E-010	1275.77	
2585	12/3/2019	12:12:28:56 PM	583.563	1.12294E-010	1277.47	
2586	12/3/2019	12:12:28:78 PM	583.781	1.12696E-010	1279.19	
2587	12/3/2019	12:12:29:01 PM	584.016	1.14296E-010	1280.96	
2588	12/3/2019	12:12:29:25 PM	584.25	1.18482E-010	1282.35	
2589	12/3/2019	12:12:29:46 PM	584.469	1.17845E-010	1283.59	
2590	12/3/2019	12:12:29:68 PM	584.688	1.10838E-010	1285.24	
2591	12/3/2019	12:12:29:90 PM	584.906	1.1466E-010	1286.63	
2592	12/3/2019	12:12:30:14 PM	585.141	1.14751E-010	1288.59	
2593	12/3/2019	12:12:30:36 PM	585.36	1.14478E-010	1290.17	
2594	12/3/2019	12:12:30:57 PM	585.578	1.17299E-010	1291.93	
2595	12/3/2019	12:12:30:79 PM	585.797	1.20393E-010	1293.1	
2596	12/3/2019	12:12:31:03 PM	586.031	1.20029E-010	1294.98	
2597	12/3/2019	12:12:31:25 PM	586.25	1.16025E-010	1296.78	
2598	12/3/2019	12:12:31:48 PM	586.485	1.20757E-010	1298.02	
2599	12/3/2019	12:12:31:70 PM	586.703	1.23032E-010	1299.49	
2600	12/3/2019	12:12:31:92 PM	586.922	1.15866E-010	1301.1	
2601	12/3/2019	12:12:32:14 PM	587.141	1.19392E-010	1302.79	
2602	12/3/2019	12:12:32:37 PM	587.375	1.23305E-010	1304.67	
2603	12/3/2019	12:12:32:59 PM	587.594	1.20666E-010	1306.02	
2604	12/3/2019	12:12:32:82 PM	587.828	1.18755E-010	1307.6	
2605	12/3/2019	12:12:33:04 PM	588.047	1.28037E-010	1309.07	
2606	12/3/2019	12:12:33:26 PM	588.266	1.18846E-010	1310.91	
2607	12/3/2019	12:12:33:48 PM	588.485	1.19574E-010	1312.38	
2608	12/3/2019	12:12:33:70 PM	588.703	1.19756E-010	1314.52	
2609	12/3/2019	12:12:33:92 PM	588.922	1.22304E-010	1315.64	
2610	12/3/2019	12:12:34:15 PM	589.156	1.18391E-010	1317.37	
2611	12/3/2019	12:12:34:37 PM	589.375	1.23396E-010	1318.91	
2612	12/3/2019	12:12:34:59 PM	589.594	1.20848E-010	1320.53	
2613	12/3/2019	12:12:34:81 PM	589.813	1.17936E-010	1321.92	
2614	12/3/2019	12:12:35:04 PM	590.047	1.2376E-010	1323.87	
2615	12/3/2019	12:12:35:26 PM	590.266	1.23851E-010	1324.96	
2616	12/3/2019	12:12:35:48 PM	590.485	1.23123E-010	1326.09	
2617	12/3/2019	12:12:35:70 PM	590.703	1.24033E-010	1326.09	
2618	12/3/2019	12:12:35:92 PM	590.922	1.18755E-010	1325.98	
2619	12/3/2019	12:12:36:15 PM	591.156	1.23578E-010	1324.81	
2620	12/3/2019	12:12:36:37 PM	591.375	1.21394E-010	1323.72	
2621	12/3/2019	12:12:36:59 PM	591.594	1.22304E-010	1323.01	
2622	12/3/2019	12:12:36:81 PM	591.813	1.15388E-010	1323.01	
2623	12/3/2019	12:12:37:03 PM	592.031	1.16571E-010	1323.16	
2624	12/3/2019	12:12:37:25 PM	592.25	1.26035E-010	1323.8	
2625	12/3/2019	12:12:37:46 PM	592.469	1.22577E-010	1324.81	
2626	12/3/2019	12:12:37:70 PM	592.703	1.22577E-010	1325.83	
2627	12/3/2019	12:12:37:92 PM	592.922	1.16935E-010	1326.84	
2628	12/3/2019	12:12:38:14 PM	593.141	1.17572E-010	1326.73	
2629	12/3/2019	12:12:38:36 PM	593.36	1.19574E-010	1327.11	
2630	12/3/2019	12:12:38:57 PM	593.578	1.14205E-010	1326.81	
2631	12/3/2019	12:12:38:81 PM	593.813	1.15843E-010	1326.2	
2632	12/3/2019	12:12:39:03 PM	594.031	1.19301E-010	1325.94	
2633	12/3/2019	12:12:39:25 PM	594.25	1.14478E-010	1325.57	
2634	12/3/2019	12:12:39:46 PM	594.469	1.24215E-010	1325.79	
2635	12/3/2019	12:12:39:68 PM	594.688	1.1739E-010	1325.53	
2636	12/3/2019	12:12:39:90 PM	594.906	1.23578E-010	1326.17	
2637	12/3/2019	12:12:40:12 PM	595.125	1.2103E-010	1326.99	
2638	12/3/2019	12:12:40:34 PM	595.344	1.19756E-010	1327.67	
2639	12/3/2019	12:12:40:57 PM	595.578	1.21758E-010	1328.16	
2640	12/3/2019	12:12:40:79 PM	595.797	1.14933E-010	1328.35	
2641	12/3/2019	12:12:41:01 PM	596.016	1.21394E-010	1328.35	
2642	12/3/2019	12:12:41:23 PM	596.235	1.18209E-010	1328.2	
2643	12/3/2019	12:12:41:45 PM	596.453	1.12112E-010	1327.56	
2644	12/3/2019	12:12:41:67 PM	596.672	1.12476E-010	1327.11	
2645	12/3/2019	12:12:41:89 PM	596.891	1.21849E-010	1327.26	
2646	12/3/2019	12:12:42:12 PM	597.125	1.183E-010	1327.74	
2647	12/3/2019	12:12:42:34 PM	597.344	1.19119E-010	1328.27	
2648	12/3/2019	12:12:42:56 PM	597.563	1.21667E-010	1328.53	
2649	12/3/2019	12:12:42:78 PM	597.781	1.15115E-010	1329.17	
2650	12/3/2019	12:12:43:00 PM	598	1.22031E-010	1329.62	
2651	12/3/2019	12:12:43:21 PM	598.219	1.21576E-010	1330.19	
2652	12/3/2019	12:12:43:43 PM	598.438	1.24215E-010	1330.26	
2653	12/3/2019	12:12:43:67 PM	598.672	1.16844E-010	1329.4	
2654	12/3/2019	12:12:43:89 PM	598.891	1.20666E-010	1329.25	
2655	12/3/2019	12:12:44:11 PM	599.11	1.15843E-010	1329.29	
2656	12/3/2019	12:12:44:32 PM	599.328	1.16571E-010	1329.1	
2657	12/3/2019	12:12:44:54 PM	599.547	1.10292E-010	1329.29	
2658	12/3/2019	12:12:44:78 PM	599.781	1.19392E-010	1329.7	
2659	12/3/2019	12:12:45:00 PM	600	1.22941E-010	1330.07	
2660	12/3/2019	12:12:45:21 PM	600.219	1.16662E-010	1330.45	
2661	12/3/2019	12:12:45:43 PM	600.438	1.25398E-010	1330.68	
2662	12/3/2019	12:12:45:65 PM	600.656	1.09473E-010	1331.01	
2663	12/3/2019	12:12:45:89 PM	600.891	1.14842E-010	1331.09	
2664	12/3/2019	12:12:46:11 PM	601.11	1.1921E-010	1330.86	
2665	12/3/2019	12:12:46:32 PM	601.328	1.16116E-010	1331.09	
2666	12/3/2019	12:12:46:54 PM	601.547	1.19119E-010	1331.09	
2667	12/3/2019	12:12:46:76 PM	601.766	1.18391E-010	1330.79	
2668	12/3/2019	12:12:46:98 PM	601.985	1.12863E-010	1330.49	
2669	12/3/2019	12:12:47:20 PM	602.203	1.11566E-010	1330.9	
2670	12/3/2019	12:12:47:43 PM	602.438	1.18755E-010	1331.5	
2671	12/3/2019	12:12:47:65 PM	602.656	1.18755E-010	1331.35	
2672	12/3/2019	12:12:47:89 PM	602.891	1.1557E-010	1332.03	
2673	12/3/2019	12:12:48:11 PM	603.11	1.14448E-010	1332.25	
2674	12/3/2019	12:12:48:32 PM	603.328	1.20029E-010	1332.37	
2675	12/3/2019	12:12:48:54 PM	603.547	1.14205E-010	1332.59	
2676	12/3/2019	12:12:48:78 PM	603.781	1.15206E-010	1332.59	
2677	12/3/2019	12:12:49:00 PM	604	1.17117E-010	1332.97	
2678	12/3/2019	12:12:49:21 PM	604.219	1.18664E-010	1332.67	
2679	12/3/2019	12:12:49:43 PM	604.438	1.12021E-010	1332.74	
2680	12/3/2019	12:12:49:65 PM	604.656	1.18937E-010	1332.67	
2681	12/3/2019	12:12:49:87 PM	604.875	1.2285E-010	1332.97	
2682	12/3/2019	12:12:50:11 PM	605.11	1.21121E-010	1333.31	
2683	12/3/2019	12:12:50:32 PM	605.328	1.15661E-010	1333.57	
2684	12/3/2019	12:12:50:54 PM	605.547	1.12749E-010	1333.72	
2685	12/3/2019	12:12:50:76 PM	605.766	1.16207E-010	1333.87	
2686	12/3/2019	12:12:50:98 PM	605.985	1.20484E-010	1333.87	
2687	12/3/2019	12:12:51:20 PM	606.203	1.2285E-010	1333.87	
2688	12/3/2019	12:12:51:43 PM	606.438	1.19028E-010	1334.1	
2689	12/3/2019	12:12:51:65 PM	606.656	1.15199E-010	1334.43	
2690	12/3/2019	12:12:51:87 PM	606.875	1.18482E-010	1334.43	
2691	12/3/2019	12:12:52:11 PM	607.11	1.17936E-010	1334.17	
2692	12/3/2019	12:12:52:32 PM	607.328	1.18391E-010	1334.28	
2693	12/3/2019	12:12:52:54 PM	607.547	1.19028E-010	1334.77	
2694	12/3/2019	12:12:52:78 PM	607.781	1.17208E-010	1334.55	
2695	12/3/2019	12:12:53:01 PM	608.016	1.13568E-010	1335.11	
2696	12/3/2019	12:12:53:23 PM	608.235	1.19938E-010	1334.96	
2697	12/3/2019	12:12:53:46 PM	608.469	1.16844E-010	1335.15	
2698	12/3/2019	12:12:53:68 PM	608.688	1.19119E-010	1335.15	
2699	12/3/2019	12:12:53:90 PM	608.906	1.16207E-010	1335.49	
2700	12/3/2019	12:12:54:12 PM	609.125	1.14387E-010	1335.75	
2701	12/3/2019	12:12:54:34 PM	609.344	1.15479E-010	1335.67	
2702	12/3/2019	12:12:54:56 PM	609.563	1.18209E-010	1335.45	
2703	12/3/2019	12:12:54:79 PM	609.797	1.16533E-010	1335.82	
2704	12/3/2019	12:12:55:01 PM	610.016	1.16207E-010	1335.97	
2705	12/3/2019	12:12:55:23 PM	610.235	1.16571E-010	1336.09	
2706	12/3/2019	12:12:55:45 PM	610.453	1.17299E-010	1336.05	
2707	12/3/2019	12:12:55:65 PM	610.656	1.16753E-010	1336.35	
2708	12/3/2019	12:12:55:87 PM	610.875	1.19665E-010	1336.61	
2709	12/3/2019	12:12:56:09 PM	611.094	1.16025E-010	1336.65	
2710	12/3/2019	12:12:56:32 PM	611.328	1.12196E-010	1336.69	
2711	12/3/2019	12:12:56:54 PM	611.547	1.10838E-010	1336.84	
2712	12/3/2019	12:12:56:78 PM	611.781	1.21758E-010	1336.61	
2713	12/3/2019	12:12:57:00 PM	612	1.16116E-010	1336.73	
2714	12/3/2019	12:12:57:21 PM	612.219	1.20848E-010	1337.44	
2715	12/3/2019	12:12:57:43 PM	612.438	1.15297E-010	1337.4	
2716	12/3/2019	12:12:57:65 PM	612.656	1.13841E-010	1337.33	
2717	12/3/2019	12:12:57:87 PM	612.875	1.1921E-010	1337.89	
