ASCII SAMPLE CYCLES :			coverage dependence of o2  ramp4 exp3.mdc
DATE :	12/3/2019	TIME :	12:18:46 PM
CONVERTED CYCLES :			4007
Number of stored cycles			4007
Printed start cycle			1
Printed end cycle			4007
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	32.00	min:	8.6623E-011	max:	2.33688E-008	
2294	12/3/2019	12:27:18:68 PM	512.688	2.34598E-010	912.168	
2295	12/3/2019	12:27:18:90 PM	512.907	2.26681E-010	913.897	
2296	12/3/2019	12:27:19:12 PM	513.125	2.29411E-010	915.513	
2297	12/3/2019	12:27:19:37 PM	513.375	2.28774E-010	917.279	
2298	12/3/2019	12:27:19:59 PM	513.594	2.26044E-010	918.895	
2299	12/3/2019	12:27:19:81 PM	513.813	2.24952E-010	920.323	
2300	12/3/2019	12:27:20:03 PM	514.032	2.20493E-010	922.164	
2301	12/3/2019	12:27:20:25 PM	514.25	2.19401E-010	923.592	
2302	12/3/2019	12:27:20:46 PM	514.469	2.21858E-010	925.584	
2303	12/3/2019	12:27:20:70 PM	514.704	2.16853E-010	927.162	
2304	12/3/2019	12:27:20:92 PM	514.922	2.15579E-010	928.703	
2305	12/3/2019	12:27:21:14 PM	515.141	2.14032E-010	930.356	
2306	12/3/2019	12:27:21:36 PM	515.36	2.11302E-010	932.047	
2307	12/3/2019	12:27:21:57 PM	515.579	2.13304E-010	933.55	
2308	12/3/2019	12:27:21:79 PM	515.797	2.15761E-010	935.692	
2309	12/3/2019	12:27:22:01 PM	516.016	2.11484E-010	937.158	
2310	12/3/2019	12:27:22:23 PM	516.235	2.06752E-010	938.623	
2311	12/3/2019	12:27:22:46 PM	516.469	2.13941E-010	940.314	
2312	12/3/2019	12:27:22:68 PM	516.688	2.01747E-010	942.231	
2313	12/3/2019	12:27:22:90 PM	516.907	1.9929E-010	943.959	
2314	12/3/2019	12:27:23:12 PM	517.125	2.01747E-010	945.275	
2315	12/3/2019	12:27:23:36 PM	517.36	1.95832E-010	947.567	
2316	12/3/2019	12:27:23:57 PM	517.579	2.03112E-010	948.957	
2317	12/3/2019	12:27:23:79 PM	517.797	2.01292E-010	950.874	
2318	12/3/2019	12:27:24:01 PM	518.016	1.98198E-010	952.339	
2319	12/3/2019	12:27:24:23 PM	518.235	1.88916E-010	954.105	
2320	12/3/2019	12:27:24:45 PM	518.454	2.00109E-010	955.759	
2321	12/3/2019	12:27:24:67 PM	518.672	1.95013E-010	956.698	
2322	12/3/2019	12:27:24:89 PM	518.891	1.84457E-010	958.728	
2323	12/3/2019	12:27:25:12 PM	519.125	1.91737E-010	960.794	
2324	12/3/2019	12:27:25:34 PM	519.344	1.93026E-010	962.41	
2325	12/3/2019	12:27:25:56 PM	519.563	1.89735E-010	963.763	
2326	12/3/2019	12:27:25:78 PM	519.782	1.89189E-010	965.116	
2327	12/3/2019	12:27:26:01 PM	520.016	1.83456E-010	967.371	
2328	12/3/2019	12:27:26:23 PM	520.235	1.82091E-010	968.573	
2329	12/3/2019	12:27:26:45 PM	520.454	1.93694E-010	970.377	
2330	12/3/2019	12:27:26:67 PM	520.672	1.85276E-010	972.293	
2331	12/3/2019	12:27:26:89 PM	520.891	1.77268E-010	973.721	
2332	12/3/2019	12:27:27:12 PM	521.125	1.84275E-010	975.675	
2333	12/3/2019	12:27:27:34 PM	521.344	1.83274E-010	977.441	
2334	12/3/2019	12:27:27:56 PM	521.563	1.79088E-010	978.606	
2335	12/3/2019	12:27:27:78 PM	521.782	1.77359E-010	980.41	
2336	12/3/2019	12:27:28:00 PM	522	1.76085E-010	981.913	
2337	12/3/2019	12:27:28:21 PM	522.219	1.74902E-010	984.206	
2338	12/3/2019	12:27:28:43 PM	522.438	1.79725E-010	985.37	
2339	12/3/2019	12:27:28:67 PM	522.672	1.77094E-010	987.362	
2340	12/3/2019	12:27:28:89 PM	522.891	1.68168E-010	988.903	
2341	12/3/2019	12:27:29:11 PM	523.11	1.72172E-010	990.368	
2342	12/3/2019	12:27:29:32 PM	523.329	1.73082E-010	992.247	
2343	12/3/2019	12:27:29:54 PM	523.547	1.76449E-010	994.164	
2344	12/3/2019	12:27:29:76 PM	523.766	1.71808E-010	995.329	
2345	12/3/2019	12:27:29:98 PM	523.985	1.70625E-010	996.757	
2346	12/3/2019	12:27:30:20 PM	524.204	1.74902E-010	998.297	
2347	12/3/2019	12:27:30:42 PM	524.422	1.63527E-010	1000.06	
2348	12/3/2019	12:27:30:64 PM	524.641	1.68987E-010	1001.72	
2349	12/3/2019	12:27:30:86 PM	524.86	1.70625E-010	1003.41	
2350	12/3/2019	12:27:31:07 PM	525.079	1.67076E-010	1005.25	
2351	12/3/2019	12:27:31:29 PM	525.297	1.61707E-010	1006.9	
2352	12/3/2019	12:27:31:51 PM	525.516	1.68714E-010	1008.56	
2353	12/3/2019	12:27:31:73 PM	525.735	1.58977E-010	1010.06	
2354	12/3/2019	12:27:31:95 PM	525.954	1.64255E-010	1011.94	
2355	12/3/2019	12:27:32:17 PM	526.172	1.62526E-010	1013.4	
2356	12/3/2019	12:27:32:40 PM	526.407	1.60433E-010	1015.43	
2357	12/3/2019	12:27:32:62 PM	526.625	1.62526E-010	1017.01	
2358	12/3/2019	12:27:32:84 PM	526.844	1.49058E-010	1018.63	
2359	12/3/2019	12:27:33:07 PM	527.079	1.58431E-010	1020.36	
2360	12/3/2019	12:27:33:29 PM	527.297	1.55428E-010	1021.97	
2361	12/3/2019	12:27:33:53 PM	527.532	1.50969E-010	1023.47	
2362	12/3/2019	12:27:33:75 PM	527.75	1.54154E-010	1025.02	
2363	12/3/2019	12:27:33:96 PM	527.969	1.5561E-010	1026.86	
2364	12/3/2019	12:27:34:18 PM	528.188	1.55337E-010	1028.51	
2365	12/3/2019	12:27:34:42 PM	528.422	1.58977E-010	1030.05	
2366	12/3/2019	12:27:34:64 PM	528.641	1.51242E-010	1031.82	
2367	12/3/2019	12:27:34:86 PM	528.86	1.50059E-010	1033.55	
2368	12/3/2019	12:27:35:07 PM	529.079	1.55974E-010	1035.54	
2369	12/3/2019	12:27:35:29 PM	529.297	1.53335E-010	1037	
2370	12/3/2019	12:27:35:51 PM	529.516	1.51333E-010	1038.47	
2371	12/3/2019	12:27:35:75 PM	529.75	1.56338E-010	1040.35	
2372	12/3/2019	12:27:35:96 PM	529.969	1.54427E-010	1042.19	
2373	12/3/2019	12:27:36:18 PM	530.188	1.48876E-010	1043.5	
2374	12/3/2019	12:27:36:42 PM	530.422	1.51606E-010	1045.31	
2375	12/3/2019	12:27:36:64 PM	530.641	1.47329E-010	1046.66	
2376	12/3/2019	12:27:36:86 PM	530.86	1.46055E-010	1048.28	
2377	12/3/2019	12:27:37:07 PM	531.079	1.5015E-010	1050.27	
2378	12/3/2019	12:27:37:31 PM	531.313	1.46965E-010	1051.88	
2379	12/3/2019	12:27:37:53 PM	531.532	1.46328E-010	1053.91	
2380	12/3/2019	12:27:37:75 PM	531.75	1.48239E-010	1055.19	
2381	12/3/2019	12:27:37:96 PM	531.969	1.40959E-010	1057.11	
2382	12/3/2019	12:27:38:18 PM	532.188	1.44326E-010	1058.69	
2383	12/3/2019	12:27:38:42 PM	532.422	1.45509E-010	1059.89	
2384	12/3/2019	12:27:38:62 PM	532.625	1.47966E-010	1061.54	
2385	12/3/2019	12:27:38:84 PM	532.844	1.45054E-010	1063.27	
2386	12/3/2019	12:27:39:06 PM	533.063	1.40049E-010	1065.15	
2387	12/3/2019	12:27:39:28 PM	533.282	1.42506E-010	1066.84	
2388	12/3/2019	12:27:39:50 PM	533.5	1.39503E-010	1068.34	
2389	12/3/2019	12:27:39:71 PM	533.719	1.3832E-010	1069.92	
2390	12/3/2019	12:27:39:93 PM	533.938	1.47511E-010	1071.24	
2391	12/3/2019	12:27:40:15 PM	534.157	1.40504E-010	1073.04	
2392	12/3/2019	12:27:40:39 PM	534.391	1.45691E-010	1074.77	
2393	12/3/2019	12:27:40:61 PM	534.61	1.34551E-010	1076.16	
2394	12/3/2019	12:27:40:82 PM	534.829	1.42961E-010	1078.23	
2395	12/3/2019	12:27:41:04 PM	535.047	1.37774E-010	1079.99	
2396	12/3/2019	12:27:41:26 PM	535.266	1.42597E-010	1081.5	
2397	12/3/2019	12:27:41:48 PM	535.485	1.41505E-010	1082.66	
2398	12/3/2019	12:27:41:70 PM	535.704	1.3286E-010	1084.65	
2399	12/3/2019	12:27:41:92 PM	535.922	1.34301E-010	1086.46	
2400	12/3/2019	12:27:42:14 PM	536.141	1.40413E-010	1087.85	
2401	12/3/2019	12:27:42:36 PM	536.36	1.31495E-010	1089.31	
2402	12/3/2019	12:27:42:57 PM	536.579	1.33588E-010	1090.93	
2403	12/3/2019	12:27:42:79 PM	536.797	1.34885E-010	1092.84	
2404	12/3/2019	12:27:43:03 PM	537.032	1.35681E-010	1094.57	
2405	12/3/2019	12:27:43:25 PM	537.25	1.3468E-010	1096.26	
2406	12/3/2019	12:27:43:46 PM	537.469	1.38866E-010	1097.58	
2407	12/3/2019	12:27:43:68 PM	537.688	1.365E-010	1099.12	
2408	12/3/2019	12:27:43:90 PM	537.907	1.40868E-010	1100.4	
2409	12/3/2019	12:27:44:12 PM	538.125	1.32496E-010	1102.46	
2410	12/3/2019	12:27:44:36 PM	538.36	1.33406E-010	1104.19	
2411	12/3/2019	12:27:44:57 PM	538.579	1.35681E-010	1105.81	
2412	12/3/2019	12:27:44:79 PM	538.797	1.28401E-010	1107.54	
2413	12/3/2019	12:27:45:01 PM	539.016	1.34316E-010	1109.34	
2414	12/3/2019	12:27:45:25 PM	539.25	1.30547E-010	1110.92	
2415	12/3/2019	12:27:45:46 PM	539.469	1.32951E-010	1112.61	
2416	12/3/2019	12:27:45:68 PM	539.688	1.33679E-010	1113.85	
2417	12/3/2019	12:27:45:90 PM	539.907	1.30858E-010	1115.62	
2418	12/3/2019	12:27:46:12 PM	540.125	1.30949E-010	1117.42	
2419	12/3/2019	12:27:46:34 PM	540.344	1.34498E-010	1118.96	
2420	12/3/2019	12:27:46:56 PM	540.563	1.31313E-010	1120.24	
2421	12/3/2019	12:27:46:78 PM	540.782	1.30039E-010	1122.34	
2422	12/3/2019	12:27:47:01 PM	541.016	1.36955E-010	1124.6	
2423	12/3/2019	12:27:47:25 PM	541.25	1.31404E-010	1125.8	
2424	12/3/2019	12:27:47:46 PM	541.469	1.23305E-010	1127.57	
2425	12/3/2019	12:27:47:68 PM	541.688	1.25762E-010	1128.92	
2426	12/3/2019	12:27:47:90 PM	541.907	1.33042E-010	1130.76	
2427	12/3/2019	12:27:48:12 PM	542.125	1.20211E-010	1131.89	
2428	12/3/2019	12:27:48:36 PM	542.36	1.28674E-010	1133.65	
2429	12/3/2019	12:27:48:57 PM	542.579	1.27946E-010	1135.16	
2430	12/3/2019	12:27:48:79 PM	542.797	1.25125E-010	1137.15	
2431	12/3/2019	12:27:49:01 PM	543.016	1.25944E-010	1139.07	
2432	12/3/2019	12:27:49:26 PM	543.266	1.29948E-010	1140.98	
2433	12/3/2019	12:27:49:48 PM	543.485	1.25489E-010	1142.33	
2434	12/3/2019	12:27:49:70 PM	543.704	1.28037E-010	1144.03	
2435	12/3/2019	12:27:49:92 PM	543.922	1.20575E-010	1145.75	
2436	12/3/2019	12:27:50:14 PM	544.141	1.30312E-010	1147.11	
2437	12/3/2019	12:27:50:36 PM	544.36	1.24397E-010	1149.32	
2438	12/3/2019	12:27:50:57 PM	544.579	1.31495E-010	1150.45	
2439	12/3/2019	12:27:50:79 PM	544.797	1.27127E-010	1151.99	
2440	12/3/2019	12:27:51:03 PM	545.032	1.32049E-010	1153.83	
2441	12/3/2019	12:27:51:26 PM	545.266	1.23942E-010	1155.56	
2442	12/3/2019	12:27:51:48 PM	545.485	1.2467E-010	1157.14	
2443	12/3/2019	12:27:51:71 PM	545.719	1.23578E-010	1158.61	
2444	12/3/2019	12:27:51:93 PM	545.938	1.26763E-010	1160.37	
2445	12/3/2019	12:27:52:15 PM	546.157	1.29675E-010	1161.95	
2446	12/3/2019	12:27:52:37 PM	546.375	1.23396E-010	1163.45	
2447	12/3/2019	12:27:52:59 PM	546.594	1.23396E-010	1165.03	
2448	12/3/2019	12:27:52:81 PM	546.813	1.25034E-010	1166.65	
2449	12/3/2019	12:27:53:04 PM	547.047	1.25216E-010	1168.83	
2450	12/3/2019	12:27:53:26 PM	547.266	1.27309E-010	1170.29	
2451	12/3/2019	12:27:53:48 PM	547.485	1.28674E-010	1171.72	
2452	12/3/2019	12:27:53:70 PM	547.704	1.20757E-010	1173.49	
2453	12/3/2019	12:27:53:92 PM	547.922	1.2285E-010	1174.99	
2454	12/3/2019	12:27:54:15 PM	548.157	1.24761E-010	1176.83	
2455	12/3/2019	12:27:54:37 PM	548.375	1.2194E-010	1178.56	
2456	12/3/2019	12:27:54:59 PM	548.594	1.21485E-010	1180.06	
2457	12/3/2019	12:27:54:81 PM	548.813	1.28492E-010	1181.72	
2458	12/3/2019	12:27:55:03 PM	549.032	1.27127E-010	1183.33	
2459	12/3/2019	12:27:55:25 PM	549.25	1.27491E-010	1184.57	
2460	12/3/2019	12:27:55:46 PM	549.469	1.26035E-010	1186.26	
2461	12/3/2019	12:27:55:68 PM	549.688	1.30221E-010	1187.62	
2462	12/3/2019	12:27:55:90 PM	549.907	1.29129E-010	1189.8	
2463	12/3/2019	12:27:56:12 PM	550.125	1.22122E-010	1190.96	
2464	12/3/2019	12:27:56:36 PM	550.36	1.2376E-010	1192.91	
2465	12/3/2019	12:27:56:59 PM	550.594	1.24033E-010	1194.76	
2466	12/3/2019	12:27:56:81 PM	550.813	1.17208E-010	1196.41	
2467	12/3/2019	12:27:57:03 PM	551.032	1.19392E-010	1197.69	
2468	12/3/2019	12:27:57:25 PM	551.25	1.15032E-010	1199.45	
2469	12/3/2019	12:27:57:46 PM	551.469	1.22668E-010	1201.22	
2470	12/3/2019	12:27:57:68 PM	551.688	1.27582E-010	1202.84	
2471	12/3/2019	12:27:57:90 PM	551.907	1.18755E-010	1203.81	
2472	12/3/2019	12:27:58:14 PM	552.141	1.26945E-010	1204.3	
2473	12/3/2019	12:27:58:37 PM	552.375	1.25489E-010	1205.69	
2474	12/3/2019	12:27:58:59 PM	552.594	1.20029E-010	1206.93	
2475	12/3/2019	12:27:58:81 PM	552.813	1.2194E-010	1208.55	
2476	12/3/2019	12:27:59:04 PM	553.047	1.2103E-010	1210.54	
2477	12/3/2019	12:27:59:26 PM	553.266	1.25034E-010	1211.7	
2478	12/3/2019	12:27:59:48 PM	553.485	1.22668E-010	1213.47	
2479	12/3/2019	12:27:59:70 PM	553.704	1.22486E-010	1215.2	
2480	12/3/2019	12:27:59:92 PM	553.922	1.27855E-010	1216.66	
2481	12/3/2019	12:28:00:15 PM	554.157	1.26217E-010	1218.32	
2482	12/3/2019	12:28:00:37 PM	554.375	1.26945E-010	1219.93	
2483	12/3/2019	12:28:00:61 PM	554.61	1.23396E-010	1221.85	
2484	12/3/2019	12:28:00:82 PM	554.829	1.20211E-010	1223.32	
2485	12/3/2019	12:28:01:04 PM	555.047	1.26308E-010	1224.97	
2486	12/3/2019	12:28:01:26 PM	555.266	1.21849E-010	1226.36	
2487	12/3/2019	12:28:01:48 PM	555.485	1.19574E-010	1227.86	
2488	12/3/2019	12:28:01:70 PM	555.704	1.26035E-010	1229.37	
2489	12/3/2019	12:28:01:92 PM	555.922	1.24124E-010	1230.87	
2490	12/3/2019	12:28:02:15 PM	556.157	1.28128E-010	1232.86	
2491	12/3/2019	12:28:02:39 PM	556.391	1.21758E-010	1234.89	
2492	12/3/2019	12:28:02:62 PM	556.625	1.23032E-010	1236.69	
2493	12/3/2019	12:28:02:84 PM	556.844	1.1987E-010	1238.12	
2494	12/3/2019	12:28:03:06 PM	557.063	1.2649E-010	1239.85	
2495	12/3/2019	12:28:03:28 PM	557.282	1.26035E-010	1241.24	
2496	12/3/2019	12:28:03:50 PM	557.5	1.22395E-010	1242.93	
2497	12/3/2019	12:28:03:71 PM	557.719	1.2649E-010	1244.55	
2498	12/3/2019	12:28:03:93 PM	557.938	1.23578E-010	1246.31	
2499	12/3/2019	12:28:04:15 PM	558.157	1.25216E-010	1247.7	
2500	12/3/2019	12:28:04:37 PM	558.375	1.274E-010	1249.43	
2501	12/3/2019	12:28:04:59 PM	558.594	1.2194E-010	1250.63	
2502	12/3/2019	12:28:04:81 PM	558.813	1.21394E-010	1252.25	
2503	12/3/2019	12:28:05:03 PM	559.032	1.22759E-010	1254.05	
2504	12/3/2019	12:28:05:25 PM	559.25	1.2467E-010	1255.93	
2505	12/3/2019	12:28:05:48 PM	559.485	1.2285E-010	1257.7	
2506	12/3/2019	12:28:05:70 PM	559.704	1.16025E-010	1259.32	
2507	12/3/2019	12:28:05:93 PM	559.938	1.22668E-010	1260.56	
2508	12/3/2019	12:28:06:15 PM	560.157	1.21121E-010	1262.25	
2509	12/3/2019	12:28:06:39 PM	560.391	1.1921E-010	1264.28	
2510	12/3/2019	12:28:06:61 PM	560.61	1.23578E-010	1265.52	
2511	12/3/2019	12:28:06:82 PM	560.829	1.19392E-010	1266.98	
2512	12/3/2019	12:28:07:04 PM	561.047	1.22031E-010	1267.92	
2513	12/3/2019	12:28:07:26 PM	561.266	1.26035E-010	1269.91	
2514	12/3/2019	12:28:07:48 PM	561.485	1.21872E-010	1271.87	
2515	12/3/2019	12:28:07:71 PM	561.719	1.19453E-010	1274.05	
2516	12/3/2019	12:28:07:93 PM	561.938	1.18664E-010	1275.59	
2517	12/3/2019	12:28:08:15 PM	562.157	1.2649E-010	1277.28	
2518	12/3/2019	12:28:08:37 PM	562.375	1.27673E-010	1278.59	
2519	12/3/2019	12:28:08:59 PM	562.594	1.30767E-010	1280.02	
2520	12/3/2019	12:28:08:81 PM	562.813	1.28765E-010	1281.19	
2521	12/3/2019	12:28:09:03 PM	563.032	1.25542E-010	1283.29	
2522	12/3/2019	12:28:09:25 PM	563.25	1.26035E-010	1284.42	
2523	12/3/2019	12:28:09:48 PM	563.485	1.21849E-010	1285.85	
2524	12/3/2019	12:28:09:70 PM	563.704	1.2285E-010	1287.46	
2525	12/3/2019	12:28:09:92 PM	563.922	1.24208E-010	1289.42	
2526	12/3/2019	12:28:10:14 PM	564.141	1.27491E-010	1290.69	
2527	12/3/2019	12:28:10:36 PM	564.36	1.24875E-010	1292.76	
2528	12/3/2019	12:28:10:57 PM	564.579	1.28037E-010	1294.49	
2529	12/3/2019	12:28:10:79 PM	564.797	1.25489E-010	1295.84	
2530	12/3/2019	12:28:11:01 PM	565.016	1.25216E-010	1297.27	
2531	12/3/2019	12:28:11:23 PM	565.235	1.2922E-010	1298.7	
2532	12/3/2019	12:28:11:45 PM	565.454	1.30767E-010	1300.5	
2533	12/3/2019	12:28:11:67 PM	565.672	1.32769E-010	1302.08	
2534	12/3/2019	12:28:11:89 PM	565.891	1.29129E-010	1303.39	
2535	12/3/2019	12:28:12:11 PM	566.11	1.30964E-010	1305.24	
2536	12/3/2019	12:28:12:32 PM	566.329	1.36591E-010	1307	
2537	12/3/2019	12:28:12:56 PM	566.563	1.30858E-010	1308.13	
2538	12/3/2019	12:28:12:78 PM	566.782	1.28856E-010	1309.82	
2539	12/3/2019	12:28:13:00 PM	567	1.2103E-010	1311.36	
2540	12/3/2019	12:28:13:21 PM	567.219	1.28037E-010	1312.64	
2541	12/3/2019	12:28:13:45 PM	567.454	1.27491E-010	1314.78	
2542	12/3/2019	12:28:13:67 PM	567.672	1.27764E-010	1316.25	
2543	12/3/2019	12:28:13:90 PM	567.907	1.30767E-010	1317.64	
2544	12/3/2019	12:28:14:12 PM	568.125	1.32314E-010	1319.25	
2545	12/3/2019	12:28:14:36 PM	568.36	1.29213E-010	1320.79	
2546	12/3/2019	12:28:14:57 PM	568.579	1.32223E-010	1322.67	
2547	12/3/2019	12:28:14:79 PM	568.797	1.41687E-010	1324.51	
2548	12/3/2019	12:28:15:03 PM	569.032	1.36409E-010	1325.53	
2549	12/3/2019	12:28:15:25 PM	569.25	1.29584E-010	1325.83	
2550	12/3/2019	12:28:15:46 PM	569.469	1.27673E-010	1326.02	
2551	12/3/2019	12:28:15:68 PM	569.688	1.27946E-010	1325.3	
2552	12/3/2019	12:28:15:90 PM	569.907	1.28037E-010	1324.14	
2553	12/3/2019	12:28:16:12 PM	570.125	1.28765E-010	1323.61	
2554	12/3/2019	12:28:16:34 PM	570.344	1.25762E-010	1323.09	
2555	12/3/2019	12:28:16:56 PM	570.563	1.31677E-010	1323.01	
2556	12/3/2019	12:28:16:78 PM	570.782	1.31677E-010	1323.57	
2557	12/3/2019	12:28:17:00 PM	571	1.28037E-010	1324.59	
2558	12/3/2019	12:28:17:21 PM	571.219	1.34134E-010	1325.41	
2559	12/3/2019	12:28:17:46 PM	571.469	1.23851E-010	1326.43	
2560	12/3/2019	12:28:17:68 PM	571.688	1.32587E-010	1326.73	
2561	12/3/2019	12:28:17:90 PM	571.907	1.24124E-010	1327.11	
2562	12/3/2019	12:28:18:12 PM	572.125	1.26126E-010	1327.33	
2563	12/3/2019	12:28:18:34 PM	572.344	1.25216E-010	1326.62	
2564	12/3/2019	12:28:18:56 PM	572.563	1.26581E-010	1326.43	
2565	12/3/2019	12:28:18:79 PM	572.797	1.31313E-010	1325.34	
2566	12/3/2019	12:28:19:01 PM	573.016	1.24458E-010	1325.08	
2567	12/3/2019	12:28:19:23 PM	573.235	1.30221E-010	1325.75	
2568	12/3/2019	12:28:19:45 PM	573.454	1.23578E-010	1326.73	
2569	12/3/2019	12:28:19:68 PM	573.688	1.33133E-010	1327.33	
2570	12/3/2019	12:28:19:90 PM	573.907	1.34771E-010	1327.82	
2571	12/3/2019	12:28:20:12 PM	574.125	1.27673E-010	1328.16	
2572	12/3/2019	12:28:20:34 PM	574.344	1.32223E-010	1328.65	
2573	12/3/2019	12:28:20:56 PM	574.563	1.32132E-010	1328.42	
2574	12/3/2019	12:28:20:78 PM	574.782	1.21121E-010	1328.42	
2575	12/3/2019	12:28:21:00 PM	575	1.32587E-010	1328.12	
2576	12/3/2019	12:28:21:21 PM	575.219	1.26945E-010	1327.82	
2577	12/3/2019	12:28:21:45 PM	575.454	1.29948E-010	1327.44	
2578	12/3/2019	12:28:21:67 PM	575.672	1.23207E-010	1327.22	
2579	12/3/2019	12:28:21:89 PM	575.891	1.19028E-010	1328.5	
2580	12/3/2019	12:28:22:11 PM	576.11	1.28037E-010	1328.53	
2581	12/3/2019	12:28:22:32 PM	576.329	1.23396E-010	1328.8	
2582	12/3/2019	12:28:22:54 PM	576.547	1.32132E-010	1329.32	
2583	12/3/2019	12:28:22:76 PM	576.766	1.35044E-010	1329.96	
2584	12/3/2019	12:28:23:00 PM	577	1.24943E-010	1329.77	
2585	12/3/2019	12:28:23:21 PM	577.219	1.3013E-010	1329.85	
2586	12/3/2019	12:28:23:43 PM	577.438	1.29584E-010	1329.62	
2587	12/3/2019	12:28:23:65 PM	577.657	1.29038E-010	1329.32	
2588	12/3/2019	12:28:23:87 PM	577.875	1.26854E-010	1329.14	
2589	12/3/2019	12:28:24:11 PM	578.11	1.33861E-010	1329.29	
2590	12/3/2019	12:28:24:32 PM	578.329	1.3195E-010	1329.66	
2591	12/3/2019	12:28:24:54 PM	578.547	1.27491E-010	1329.66	
2592	12/3/2019	12:28:24:76 PM	578.766	1.28674E-010	1330.04	
2593	12/3/2019	12:28:24:98 PM	578.985	1.25042E-010	1330.86	
2594	12/3/2019	12:28:25:21 PM	579.219	1.28219E-010	1330.64	
2595	12/3/2019	12:28:25:45 PM	579.454	1.29402E-010	1331.28	
2596	12/3/2019	12:28:25:67 PM	579.672	1.23851E-010	1331.16	
2597	12/3/2019	12:28:25:89 PM	579.891	1.29493E-010	1330.9	
2598	12/3/2019	12:28:26:11 PM	580.11	1.24852E-010	1330.83	
2599	12/3/2019	12:28:26:32 PM	580.329	1.23214E-010	1331.16	
2600	12/3/2019	12:28:26:54 PM	580.547	1.20393E-010	1331.09	
2601	12/3/2019	12:28:26:76 PM	580.766	1.30767E-010	1331.09	
2602	12/3/2019	12:28:26:98 PM	580.985	1.24943E-010	1331.05	
2603	12/3/2019	12:28:27:21 PM	581.219	1.25853E-010	1331.65	
2604	12/3/2019	12:28:27:43 PM	581.438	1.30039E-010	1331.95	
2605	12/3/2019	12:28:27:65 PM	581.657	1.30039E-010	1332.52	
2606	12/3/2019	12:28:27:87 PM	581.875	1.26672E-010	1332.71	
2607	12/3/2019	12:28:28:11 PM	582.11	1.2376E-010	1332.52	
2608	12/3/2019	12:28:28:32 PM	582.329	1.22486E-010	1332.67	
2609	12/3/2019	12:28:28:54 PM	582.547	1.21485E-010	1332.67	
2610	12/3/2019	12:28:28:76 PM	582.766	1.27491E-010	1332.52	
2611	12/3/2019	12:28:28:98 PM	582.985	1.25398E-010	1332.55	
2612	12/3/2019	12:28:29:21 PM	583.219	1.26581E-010	1332.74	
2613	12/3/2019	12:28:29:43 PM	583.438	1.25944E-010	1333.01	
2614	12/3/2019	12:28:29:65 PM	583.657	1.30585E-010	1333.16	
2615	12/3/2019	12:28:29:87 PM	583.875	1.25762E-010	1333.27	
2616	12/3/2019	12:28:30:11 PM	584.11	1.29296E-010	1333.72	
2617	12/3/2019	12:28:30:32 PM	584.329	1.2649E-010	1333.83	
2618	12/3/2019	12:28:30:54 PM	584.547	1.28219E-010	1334.25	
2619	12/3/2019	12:28:30:76 PM	584.766	1.29311E-010	1334.28	
2620	12/3/2019	12:28:30:98 PM	584.985	1.26126E-010	1334.62	
2621	12/3/2019	12:28:31:20 PM	585.204	1.2558E-010	1334.32	
2622	12/3/2019	12:28:31:42 PM	585.422	1.28401E-010	1334.1	
2623	12/3/2019	12:28:31:64 PM	585.641	1.24761E-010	1334.28	
2624	12/3/2019	12:28:31:86 PM	585.86	1.28462E-010	1334.66	
2625	12/3/2019	12:28:32:07 PM	586.079	1.25398E-010	1334.58	
2626	12/3/2019	12:28:32:29 PM	586.297	1.28765E-010	1334.73	
2627	12/3/2019	12:28:32:51 PM	586.516	1.30039E-010	1334.55	
2628	12/3/2019	12:28:32:75 PM	586.75	1.24306E-010	1334.51	
2629	12/3/2019	12:28:32:98 PM	586.985	1.22213E-010	1335.19	
2630	12/3/2019	12:28:33:20 PM	587.204	1.29857E-010	1335.67	
2631	12/3/2019	12:28:33:42 PM	587.422	1.26217E-010	1335.67	
2632	12/3/2019	12:28:33:64 PM	587.641	1.21849E-010	1336.01	
2633	12/3/2019	12:28:33:86 PM	587.86	1.24124E-010	1335.64	
2634	12/3/2019	12:28:34:07 PM	588.079	1.17299E-010	1335.75	
2635	12/3/2019	12:28:34:29 PM	588.297	1.22031E-010	1335.45	
2636	12/3/2019	12:28:34:51 PM	588.516	1.29948E-010	1335.67	
2637	12/3/2019	12:28:34:73 PM	588.735	1.23851E-010	1336.09	
2638	12/3/2019	12:28:34:95 PM	588.954	1.2558E-010	1336.39	
2639	12/3/2019	12:28:35:17 PM	589.172	1.30221E-010	1336.35	
2640	12/3/2019	12:28:35:40 PM	589.407	1.26308E-010	1337.1	
2641	12/3/2019	12:28:35:64 PM	589.641	1.274E-010	1336.91	
2642	12/3/2019	12:28:35:86 PM	589.86	1.274E-010	1336.73	
2643	12/3/2019	12:28:36:07 PM	590.079	1.2285E-010	1336.46	
2644	12/3/2019	12:28:36:29 PM	590.297	1.33952E-010	1336.88	
2645	12/3/2019	12:28:36:51 PM	590.516	1.26763E-010	1336.65	
2646	12/3/2019	12:28:36:73 PM	590.735	1.28212E-010	1336.88	
2647	12/3/2019	12:28:36:95 PM	590.954	1.25876E-010	1337.52	
2648	12/3/2019	12:28:37:17 PM	591.172	1.21394E-010	1337.33	
2649	12/3/2019	12:28:37:40 PM	591.407	1.31495E-010	1337.52	
