ASCII SAMPLE CYCLES :			coverage dependence of o2  ramp4 exp1.mdc
DATE :	12/3/2019	TIME :	11:45:32 AM
CONVERTED CYCLES :			3768

Number of stored cycles			3768
Printed start cycle			1
Printed end cycle			3768
Number of stored datablocks			2

Datablock 0	Ion Current	[A]	
'0/0'	32.00	min:	7.64219E-011	max:	4.01401E-006	
Datablock 1	Temp	[K]	
'1/0'	Temp	min:	93.8295	max:	1372.5	

Cycle	Date	Time	RelTime[s]	'0/0'	'1/0'	
2450	12/3/2019	11:54:34:04 AM	542.047	1.16116E-010	1054.93	
2451	12/3/2019	11:54:34:26 AM	542.265	1.25034E-010	1056.77	
2452	12/3/2019	11:54:34:50 AM	542.5	1.16662E-010	1058.27	
2453	12/3/2019	11:54:34:73 AM	542.734	1.16116E-010	1060.08	
2454	12/3/2019	11:54:34:95 AM	542.953	1.15024E-010	1061.88	
2455	12/3/2019	11:54:35:17 AM	543.172	1.19665E-010	1063.38	
2456	12/3/2019	11:54:35:39 AM	543.39	1.18664E-010	1065	
2457	12/3/2019	11:54:35:62 AM	543.625	1.16571E-010	1067.14	
2458	12/3/2019	11:54:35:84 AM	543.844	1.11566E-010	1068.57	
2459	12/3/2019	11:54:36:06 AM	544.062	1.12021E-010	1070.26	
2460	12/3/2019	11:54:36:28 AM	544.281	1.14023E-010	1071.76	
2461	12/3/2019	11:54:36:50 AM	544.5	1.14569E-010	1073.3	
2462	12/3/2019	11:54:36:71 AM	544.719	1.12476E-010	1074.88	
2463	12/3/2019	11:54:36:95 AM	544.953	1.14933E-010	1077.21	
2464	12/3/2019	11:54:37:17 AM	545.172	1.1648E-010	1078.75	
2465	12/3/2019	11:54:37:39 AM	545.39	1.1648E-010	1080.03	
2466	12/3/2019	11:54:37:60 AM	545.609	1.12385E-010	1081.72	
2467	12/3/2019	11:54:37:82 AM	545.828	1.12294E-010	1083.71	
2468	12/3/2019	11:54:38:04 AM	546.047	1.16571E-010	1085.52	
2469	12/3/2019	11:54:38:26 AM	546.265	1.05742E-010	1087.28	
2470	12/3/2019	11:54:38:50 AM	546.5	1.11111E-010	1088.6	
2471	12/3/2019	11:54:38:71 AM	546.719	1.08836E-010	1090.21	
2472	12/3/2019	11:54:38:93 AM	546.937	1.07016E-010	1091.34	
2473	12/3/2019	11:54:39:15 AM	547.156	1.09291E-010	1093.37	
2474	12/3/2019	11:54:39:37 AM	547.375	1.09382E-010	1094.87	
2475	12/3/2019	11:54:39:60 AM	547.609	1.1193E-010	1096.45	
2476	12/3/2019	11:54:39:82 AM	547.828	1.12021E-010	1098.37	
2477	12/3/2019	11:54:40:04 AM	548.047	1.06106E-010	1099.57	
2478	12/3/2019	11:54:40:26 AM	548.265	1.04104E-010	1101.22	
2479	12/3/2019	11:54:40:48 AM	548.484	1.08199E-010	1102.91	
2480	12/3/2019	11:54:40:70 AM	548.703	1.10565E-010	1104.83	
2481	12/3/2019	11:54:40:93 AM	548.937	1.06743E-010	1106.71	
2482	12/3/2019	11:54:41:15 AM	549.156	1.10201E-010	1108.29	
2483	12/3/2019	11:54:41:37 AM	549.375	1.14933E-010	1109.72	
2484	12/3/2019	11:54:41:59 AM	549.594	1.09928E-010	1111.14	
2485	12/3/2019	11:54:41:81 AM	549.812	1.14478E-010	1112.42	
2486	12/3/2019	11:54:42:03 AM	550.031	1.10474E-010	1114	
2487	12/3/2019	11:54:42:26 AM	550.265	1.07835E-010	1115.95	
2488	12/3/2019	11:54:42:48 AM	550.484	1.05924E-010	1117.57	
2489	12/3/2019	11:54:42:70 AM	550.703	1.09018E-010	1119.3	
2490	12/3/2019	11:54:42:93 AM	550.937	1.05651E-010	1121.22	
2491	12/3/2019	11:54:43:15 AM	551.156	1.01852E-010	1122.68	
2492	12/3/2019	11:54:43:37 AM	551.375	1.07289E-010	1124.79	
2493	12/3/2019	11:54:43:59 AM	551.594	1.07653E-010	1126.44	
2494	12/3/2019	11:54:43:81 AM	551.812	1.0465E-010	1127.72	
2495	12/3/2019	11:54:44:04 AM	552.047	1.06106E-010	1129.14	
2496	12/3/2019	11:54:44:26 AM	552.265	1.03194E-010	1130.84	
2497	12/3/2019	11:54:44:48 AM	552.484	1.09193E-010	1132.3	
2498	12/3/2019	11:54:44:70 AM	552.703	1.07016E-010	1133.8	
2499	12/3/2019	11:54:44:92 AM	552.922	1.01738E-010	1135.8	
2500	12/3/2019	11:54:45:15 AM	553.156	1.13022E-010	1138.13	
2501	12/3/2019	11:54:45:37 AM	553.375	1.0647E-010	1139.78	
2502	12/3/2019	11:54:45:59 AM	553.594	1.01738E-010	1141.02	
2503	12/3/2019	11:54:45:81 AM	553.812	1.02648E-010	1142.82	
2504	12/3/2019	11:54:46:04 AM	554.047	1.04013E-010	1144.4	
2505	12/3/2019	11:54:46:26 AM	554.265	1.07562E-010	1146.02	
2506	12/3/2019	11:54:46:48 AM	554.484	1.09473E-010	1147.78	
2507	12/3/2019	11:54:46:70 AM	554.703	1.0374E-010	1149.25	
2508	12/3/2019	11:54:46:92 AM	554.922	1.05378E-010	1150.64	
2509	12/3/2019	11:54:47:14 AM	555.14	1.04559E-010	1152.22	
2510	12/3/2019	11:54:47:35 AM	555.359	1.04377E-010	1153.95	
2511	12/3/2019	11:54:47:59 AM	555.594	1.05742E-010	1155.64	
2512	12/3/2019	11:54:47:81 AM	555.812	1.05469E-010	1157.33	
2513	12/3/2019	11:54:48:03 AM	556.031	1.06197E-010	1158.79	
2514	12/3/2019	11:54:48:25 AM	556.25	1.0192E-010	1160.3	
2515	12/3/2019	11:54:48:46 AM	556.469	1.01101E-010	1162.29	
2516	12/3/2019	11:54:48:68 AM	556.687	1.02557E-010	1163.87	
2517	12/3/2019	11:54:48:92 AM	556.922	1.08108E-010	1165.33	
2518	12/3/2019	11:54:49:14 AM	557.14	1.05196E-010	1166.84	
2519	12/3/2019	11:54:49:35 AM	557.359	1.05469E-010	1168.71	
2520	12/3/2019	11:54:49:57 AM	557.578	1.06925E-010	1170.29	
2521	12/3/2019	11:54:49:79 AM	557.797	1.05651E-010	1171.42	
2522	12/3/2019	11:54:50:01 AM	558.015	9.86441E-011	1173.6	
2523	12/3/2019	11:54:50:25 AM	558.25	9.86441E-011	1175.22	
2524	12/3/2019	11:54:50:46 AM	558.469	1.03558E-010	1176.94	
2525	12/3/2019	11:54:50:68 AM	558.687	1.07289E-010	1178.79	
2526	12/3/2019	11:54:50:90 AM	558.906	1.05196E-010	1180.14	
2527	12/3/2019	11:54:51:12 AM	559.125	1.04468E-010	1181.75	
2528	12/3/2019	11:54:51:34 AM	559.344	9.74611E-011	1183.44	
2529	12/3/2019	11:54:51:56 AM	559.562	1.00828E-010	1185.06	
2530	12/3/2019	11:54:51:78 AM	559.781	1.08563E-010	1186.75	
2531	12/3/2019	11:54:52:00 AM	560	1.04195E-010	1187.8	
2532	12/3/2019	11:54:52:23 AM	560.234	9.96451E-011	1189.42	
2533	12/3/2019	11:54:52:46 AM	560.469	1.03649E-010	1191.52	
2534	12/3/2019	11:54:52:68 AM	560.687	1.04013E-010	1193.25	
2535	12/3/2019	11:54:52:90 AM	560.906	1.02466E-010	1194.91	
2536	12/3/2019	11:54:53:12 AM	561.125	9.97361E-011	1196.41	
2537	12/3/2019	11:54:53:35 AM	561.359	1.05651E-010	1197.91	
2538	12/3/2019	11:54:53:57 AM	561.578	9.99181E-011	1199.75	
2539	12/3/2019	11:54:53:79 AM	561.797	9.98271E-011	1201.44	
2540	12/3/2019	11:54:54:01 AM	562.015	9.77341E-011	1202.99	
2541	12/3/2019	11:54:54:25 AM	562.25	1.07107E-010	1203.92	
2542	12/3/2019	11:54:54:48 AM	562.484	1.02739E-010	1204.56	
2543	12/3/2019	11:54:54:70 AM	562.703	9.91901E-011	1205.88	
2544	12/3/2019	11:54:54:92 AM	562.922	1.03649E-010	1207.49	
2545	12/3/2019	11:54:55:14 AM	563.14	1.01556E-010	1209.11	
2546	12/3/2019	11:54:55:35 AM	563.359	1.05378E-010	1210.69	
2547	12/3/2019	11:54:55:59 AM	563.594	1.07198E-010	1212	
2548	12/3/2019	11:54:55:81 AM	563.812	1.01101E-010	1213.85	
2549	12/3/2019	11:54:56:03 AM	564.031	9.61795E-011	1215.69	
2550	12/3/2019	11:54:56:25 AM	564.25	1.00555E-010	1216.7	
2551	12/3/2019	11:54:56:48 AM	564.484	9.79161E-011	1218.62	
2552	12/3/2019	11:54:56:70 AM	564.703	1.07471E-010	1220.38	
2553	12/3/2019	11:54:56:92 AM	564.922	1.05833E-010	1221.89	
2554	12/3/2019	11:54:57:14 AM	565.14	9.80981E-011	1223.84	
2555	12/3/2019	11:54:57:35 AM	565.359	9.90991E-011	1225.16	
2556	12/3/2019	11:54:57:59 AM	565.594	1.01374E-010	1226.92	
2557	12/3/2019	11:54:57:81 AM	565.812	1.03285E-010	1228.28	
2558	12/3/2019	11:54:58:04 AM	566.047	1.01465E-010	1230.38	
2559	12/3/2019	11:54:58:26 AM	566.265	1.03922E-010	1231.73	
2560	12/3/2019	11:54:58:50 AM	566.5	1.02648E-010	1233.46	
2561	12/3/2019	11:54:58:71 AM	566.719	1.00828E-010	1235.27	
2562	12/3/2019	11:54:58:93 AM	566.937	1.02019E-010	1236.35	
2563	12/3/2019	11:54:59:15 AM	567.156	1.04605E-010	1237.9	
2564	12/3/2019	11:54:59:39 AM	567.39	1.11293E-010	1239.59	
2565	12/3/2019	11:54:59:60 AM	567.609	9.74611E-011	1241.32	
2566	12/3/2019	11:54:59:82 AM	567.828	1.06379E-010	1243.23	
2567	12/3/2019	11:55:00:04 AM	568.047	1.05742E-010	1244.77	
2568	12/3/2019	11:55:00:28 AM	568.281	1.06023E-010	1246.69	
2569	12/3/2019	11:55:00:50 AM	568.5	1.04741E-010	1248.34	
2570	12/3/2019	11:55:00:71 AM	568.719	1.07471E-010	1249.73	
2571	12/3/2019	11:55:00:95 AM	568.953	1.04923E-010	1251.54	
2572	12/3/2019	11:55:01:17 AM	569.172	1.05287E-010	1252.93	
2573	12/3/2019	11:55:01:39 AM	569.39	1.01738E-010	1254.17	
2574	12/3/2019	11:55:01:64 AM	569.64	1.01192E-010	1256.31	
2575	12/3/2019	11:55:01:85 AM	569.859	1.08472E-010	1257.77	
2576	12/3/2019	11:55:02:07 AM	570.078	1.02921E-010	1259.58	
2577	12/3/2019	11:55:02:31 AM	570.312	1.05469E-010	1261.42	
2578	12/3/2019	11:55:02:53 AM	570.531	1.02603E-010	1262.73	
2579	12/3/2019	11:55:02:75 AM	570.75	1.09018E-010	1264.09	
2580	12/3/2019	11:55:02:96 AM	570.969	1.02011E-010	1265.55	
2581	12/3/2019	11:55:03:18 AM	571.187	1.07744E-010	1266.94	
2582	12/3/2019	11:55:03:40 AM	571.406	1.0374E-010	1268.52	
2583	12/3/2019	11:55:03:62 AM	571.625	1.08108E-010	1270.81	
2584	12/3/2019	11:55:03:85 AM	571.859	1.0192E-010	1272.77	
2585	12/3/2019	11:55:04:07 AM	572.078	9.93493E-011	1274.16	
2586	12/3/2019	11:55:04:29 AM	572.297	1.08199E-010	1275.85	
2587	12/3/2019	11:55:04:51 AM	572.515	1.02648E-010	1277.88	
2588	12/3/2019	11:55:04:73 AM	572.734	1.02284E-010	1278.93	
2589	12/3/2019	11:55:04:95 AM	572.953	1.04195E-010	1280.58	
2590	12/3/2019	11:55:05:17 AM	573.172	1.10747E-010	1282.12	
2591	12/3/2019	11:55:05:39 AM	573.39	1.03285E-010	1283.67	
2592	12/3/2019	11:55:05:60 AM	573.609	1.04195E-010	1285.47	
2593	12/3/2019	11:55:05:84 AM	573.844	1.02375E-010	1287.31	
2594	12/3/2019	11:55:06:06 AM	574.062	1.03922E-010	1288.51	
2595	12/3/2019	11:55:06:28 AM	574.281	1.03922E-010	1289.83	
2596	12/3/2019	11:55:06:50 AM	574.5	1.05742E-010	1291.33	
2597	12/3/2019	11:55:06:71 AM	574.719	1.07107E-010	1293.21	
2598	12/3/2019	11:55:06:93 AM	574.937	1.05105E-010	1294.6	
2599	12/3/2019	11:55:07:15 AM	575.156	1.11475E-010	1296.59	
2600	12/3/2019	11:55:07:39 AM	575.39	1.08381E-010	1298.1	
2601	12/3/2019	11:55:07:60 AM	575.609	1.0283E-010	1299.22	
2602	12/3/2019	11:55:07:82 AM	575.828	1.08654E-010	1301.29	
2603	12/3/2019	11:55:08:04 AM	576.047	1.08563E-010	1302.49	
2604	12/3/2019	11:55:08:28 AM	576.281	1.03467E-010	1304.15	
2605	12/3/2019	11:55:08:50 AM	576.5	1.07608E-010	1306.25	
2606	12/3/2019	11:55:08:71 AM	576.719	1.10838E-010	1307.72	
2607	12/3/2019	11:55:08:93 AM	576.937	1.07926E-010	1308.92	
2608	12/3/2019	11:55:09:15 AM	577.156	1.12567E-010	1310.5	
2609	12/3/2019	11:55:09:37 AM	577.375	1.08199E-010	1312.15	
2610	12/3/2019	11:55:09:60 AM	577.609	1.08017E-010	1313.8	
2611	12/3/2019	11:55:09:82 AM	577.828	1.10383E-010	1314.82	
2612	12/3/2019	11:55:10:04 AM	578.047	1.12567E-010	1316.4	
2613	12/3/2019	11:55:10:26 AM	578.265	1.13204E-010	1318.46	
2614	12/3/2019	11:55:10:48 AM	578.484	1.05469E-010	1319.78	
2615	12/3/2019	11:55:10:70 AM	578.703	1.20393E-010	1321.28	
2616	12/3/2019	11:55:10:92 AM	578.922	1.11695E-010	1323.39	
2617	12/3/2019	11:55:11:14 AM	579.14	1.09928E-010	1324.55	
2618	12/3/2019	11:55:11:37 AM	579.375	1.12294E-010	1325.68	
2619	12/3/2019	11:55:11:59 AM	579.594	1.11839E-010	1326.02	
2620	12/3/2019	11:55:11:81 AM	579.812	1.08563E-010	1326.02	
2621	12/3/2019	11:55:12:03 AM	580.031	1.1284E-010	1325.19	
2622	12/3/2019	11:55:12:25 AM	580.25	1.08199E-010	1324.44	
2623	12/3/2019	11:55:12:46 AM	580.469	1.11566E-010	1323.65	
2624	12/3/2019	11:55:12:68 AM	580.687	1.05924E-010	1323.5	
2625	12/3/2019	11:55:12:90 AM	580.906	1.10656E-010	1323.31	
2626	12/3/2019	11:55:13:12 AM	581.125	1.0556E-010	1323.54	
2627	12/3/2019	11:55:13:35 AM	581.359	1.07198E-010	1324.55	
2628	12/3/2019	11:55:13:60 AM	581.609	1.11111E-010	1325.57	
2629	12/3/2019	11:55:13:82 AM	581.828	1.13204E-010	1326.43	
2630	12/3/2019	11:55:14:04 AM	582.047	1.13568E-010	1327.03	
2631	12/3/2019	11:55:14:26 AM	582.265	1.09746E-010	1326.66	
2632	12/3/2019	11:55:14:48 AM	582.484	1.12931E-010	1326.28	
2633	12/3/2019	11:55:14:70 AM	582.703	1.14296E-010	1326.09	
2634	12/3/2019	11:55:14:93 AM	582.937	1.12021E-010	1325.6	
2635	12/3/2019	11:55:15:15 AM	583.156	1.04377E-010	1325.45	
2636	12/3/2019	11:55:15:37 AM	583.375	1.06652E-010	1325.11	
2637	12/3/2019	11:55:15:59 AM	583.594	1.11475E-010	1326.05	
2638	12/3/2019	11:55:15:81 AM	583.812	1.0556E-010	1326.54	
2639	12/3/2019	11:55:16:03 AM	584.031	1.09382E-010	1327.29	
2640	12/3/2019	11:55:16:26 AM	584.265	1.13204E-010	1327.9	
2641	12/3/2019	11:55:16:48 AM	584.484	1.08654E-010	1328.01	
2642	12/3/2019	11:55:16:70 AM	584.703	1.15661E-010	1328.46	
2643	12/3/2019	11:55:16:93 AM	584.937	1.03467E-010	1328.27	
2644	12/3/2019	11:55:17:17 AM	585.172	1.09109E-010	1328.23	
2645	12/3/2019	11:55:17:40 AM	585.406	1.0374E-010	1328.2	
2646	12/3/2019	11:55:17:62 AM	585.625	1.1284E-010	1327.86	
2647	12/3/2019	11:55:17:84 AM	585.844	1.08927E-010	1327.44	
2648	12/3/2019	11:55:18:06 AM	586.062	1.10383E-010	1327.9	
2649	12/3/2019	11:55:18:28 AM	586.281	1.10747E-010	1327.82	
2650	12/3/2019	11:55:18:50 AM	586.5	1.14478E-010	1328.68	
2651	12/3/2019	11:55:18:71 AM	586.719	1.07016E-010	1329.29	
2652	12/3/2019	11:55:18:95 AM	586.953	1.05378E-010	1329.14	
2653	12/3/2019	11:55:19:17 AM	587.172	1.08199E-010	1329.51	
2654	12/3/2019	11:55:19:39 AM	587.39	1.15206E-010	1329.85	
2655	12/3/2019	11:55:19:60 AM	587.609	1.08927E-010	1329.25	
2656	12/3/2019	11:55:19:82 AM	587.828	1.0738E-010	1329.62	
2657	12/3/2019	11:55:20:04 AM	588.047	1.11839E-010	1329.62	
2658	12/3/2019	11:55:20:28 AM	588.281	1.12931E-010	1329.74	
2659	12/3/2019	11:55:20:50 AM	588.5	1.12385E-010	1329.66	
2660	12/3/2019	11:55:20:71 AM	588.719	1.13113E-010	1329.74	
2661	12/3/2019	11:55:20:93 AM	588.937	1.09837E-010	1329.7	
2662	12/3/2019	11:55:21:17 AM	589.172	1.08563E-010	1330.34	
2663	12/3/2019	11:55:21:39 AM	589.39	1.16935E-010	1330.53	
2664	12/3/2019	11:55:21:60 AM	589.609	1.14296E-010	1330.83	
2665	12/3/2019	11:55:21:82 AM	589.828	1.06607E-010	1331.24	
2666	12/3/2019	11:55:22:04 AM	590.047	1.12931E-010	1330.9	
2667	12/3/2019	11:55:22:26 AM	590.265	1.10565E-010	1331.13	
2668	12/3/2019	11:55:22:48 AM	590.484	1.10383E-010	1330.86	
2669	12/3/2019	11:55:22:70 AM	590.703	1.10292E-010	1331.28	
2670	12/3/2019	11:55:22:92 AM	590.922	1.13022E-010	1331.46	
2671	12/3/2019	11:55:23:15 AM	591.156	1.14569E-010	1331.58	
2672	12/3/2019	11:55:23:37 AM	591.375	1.08775E-010	1331.28	
2673	12/3/2019	11:55:23:59 AM	591.594	1.08199E-010	1331.43	
2674	12/3/2019	11:55:23:81 AM	591.812	1.10383E-010	1332.18	
2675	12/3/2019	11:55:24:03 AM	592.031	1.10292E-010	1332.89	
2676	12/3/2019	11:55:24:25 AM	592.25	1.0829E-010	1332.82	
2677	12/3/2019	11:55:24:46 AM	592.469	1.09655E-010	1332.44	
2678	12/3/2019	11:55:24:70 AM	592.703	1.07744E-010	1332.63	
2679	12/3/2019	11:55:24:92 AM	592.922	1.1375E-010	1332.52	
2680	12/3/2019	11:55:25:15 AM	593.156	1.12476E-010	1332.63	
2681	12/3/2019	11:55:25:37 AM	593.375	1.1102E-010	1332.71	
2682	12/3/2019	11:55:25:60 AM	593.609	1.08108E-010	1332.82	
2683	12/3/2019	11:55:25:84 AM	593.844	1.15115E-010	1332.71	
2684	12/3/2019	11:55:26:06 AM	594.062	1.10747E-010	1333.16	
2685	12/3/2019	11:55:26:28 AM	594.281	1.12476E-010	1333.42	
2686	12/3/2019	11:55:26:51 AM	594.515	1.06834E-010	1333.98	
2687	12/3/2019	11:55:26:73 AM	594.734	1.11566E-010	1333.87	
2688	12/3/2019	11:55:26:95 AM	594.953	1.12385E-010	1334.1	
2689	12/3/2019	11:55:27:17 AM	595.172	1.1375E-010	1334.28	
2690	12/3/2019	11:55:27:39 AM	595.39	1.13022E-010	1334.4	
2691	12/3/2019	11:55:27:62 AM	595.625	1.07289E-010	1334.55	
2692	12/3/2019	11:55:27:84 AM	595.844	1.14023E-010	1334.43	
2693	12/3/2019	11:55:28:06 AM	596.062	1.08472E-010	1334.43	
2694	12/3/2019	11:55:28:28 AM	596.281	1.11566E-010	1334.7	
2695	12/3/2019	11:55:28:51 AM	596.515	1.08745E-010	1335	
2696	12/3/2019	11:55:28:73 AM	596.734	1.09018E-010	1334.88	
2697	12/3/2019	11:55:28:95 AM	596.953	1.10838E-010	1334.88	
2698	12/3/2019	11:55:29:17 AM	597.172	1.13932E-010	1334.66	
2699	12/3/2019	11:55:29:40 AM	597.406	1.12385E-010	1335.19	
2700	12/3/2019	11:55:29:62 AM	597.625	1.11202E-010	1335.19	
2701	12/3/2019	11:55:29:87 AM	597.875	1.10694E-010	1335.41	
2702	12/3/2019	11:55:30:09 AM	598.094	1.09655E-010	1335.34	
2703	12/3/2019	11:55:30:31 AM	598.312	1.04195E-010	1335.67	
2704	12/3/2019	11:55:30:53 AM	598.531	1.07107E-010	1335.67	
2705	12/3/2019	11:55:30:75 AM	598.75	1.14933E-010	1335.64	
2706	12/3/2019	11:55:30:96 AM	598.969	1.13659E-010	1336.24	
2707	12/3/2019	11:55:31:18 AM	599.187	1.1193E-010	1336.2	
2708	12/3/2019	11:55:31:40 AM	599.406	1.11475E-010	1336.09	
2709	12/3/2019	11:55:31:64 AM	599.64	1.05924E-010	1336.5	
2710	12/3/2019	11:55:31:87 AM	599.875	1.14448E-010	1336.5	
2711	12/3/2019	11:55:32:09 AM	600.094	1.16753E-010	1336.69	
2712	12/3/2019	11:55:32:31 AM	600.312	1.10292E-010	1336.84	
2713	12/3/2019	11:55:32:53 AM	600.531	1.06834E-010	1336.88	
2714	12/3/2019	11:55:32:75 AM	600.75	1.05196E-010	1337.18	
2715	12/3/2019	11:55:32:98 AM	600.984	1.08836E-010	1337.06	
2716	12/3/2019	11:55:33:20 AM	601.203	1.12021E-010	1337.78	
2717	12/3/2019	11:55:33:42 AM	601.422	1.12021E-010	1337.93	
2718	12/3/2019	11:55:33:64 AM	601.64	1.1102E-010	1337.59	
2719	12/3/2019	11:55:33:87 AM	601.875	1.05651E-010	1338.15	
2720	12/3/2019	11:55:34:09 AM	602.094	1.10656E-010	1338.08	
2721	12/3/2019	11:55:34:31 AM	602.312	1.09018E-010	1338.15	
2722	12/3/2019	11:55:34:53 AM	602.531	1.15934E-010	1338.57	
2723	12/3/2019	11:55:34:75 AM	602.75	1.10444E-010	1338.72	
2724	12/3/2019	11:55:34:96 AM	602.969	1.06106E-010	1339.17	
2725	12/3/2019	11:55:35:20 AM	603.203	1.10019E-010	1339.06	
2726	12/3/2019	11:55:35:42 AM	603.422	1.1193E-010	1338.94	
2727	12/3/2019	11:55:35:64 AM	603.64	1.12658E-010	1338.6	
2728	12/3/2019	11:55:35:84 AM	603.844	1.13568E-010	1339.13	
2729	12/3/2019	11:55:36:06 AM	604.062	1.12203E-010	1339.06	
2730	12/3/2019	11:55:36:28 AM	604.281	1.09928E-010	1338.87	
2731	12/3/2019	11:55:36:50 AM	604.5	1.11657E-010	1339.36	
2732	12/3/2019	11:55:36:71 AM	604.719	1.13568E-010	1339.17	
2733	12/3/2019	11:55:36:95 AM	604.953	1.04286E-010	1339.36	
2734	12/3/2019	11:55:37:15 AM	605.156	1.0829E-010	1339.28	
2735	12/3/2019	11:55:37:35 AM	605.359	1.02648E-010	1339.81	
2736	12/3/2019	11:55:37:57 AM	605.578	1.09382E-010	1339.88	
2737	12/3/2019	11:55:37:78 AM	605.781	1.11566E-010	1339.92	
2738	12/3/2019	11:55:38:00 AM	606	1.10656E-010	1340.11	
2739	12/3/2019	11:55:38:20 AM	606.203	1.15661E-010	1340.15	
2740	12/3/2019	11:55:38:42 AM	606.422	1.10656E-010	1340.33	
2741	12/3/2019	11:55:38:62 AM	606.625	1.09018E-010	1340.3	
2742	12/3/2019	11:55:38:82 AM	606.828	1.14387E-010	1340.37	
2743	12/3/2019	11:55:39:06 AM	607.062	1.14569E-010	1340.48	
2744	12/3/2019	11:55:39:28 AM	607.281	1.18027E-010	1340.52	
2745	12/3/2019	11:55:39:48 AM	607.484	1.10565E-010	1340.56	
2746	12/3/2019	11:55:39:70 AM	607.703	1.13022E-010	1340.56	
2747	12/3/2019	11:55:39:92 AM	607.922	1.10656E-010	1340.9	
2748	12/3/2019	11:55:40:14 AM	608.14	1.06379E-010	1340.78	
2749	12/3/2019	11:55:40:35 AM	608.359	1.12476E-010	1341.39	
2750	12/3/2019	11:55:40:56 AM	608.562	1.0647E-010	1341.76	
2751	12/3/2019	11:55:40:78 AM	608.781	1.07926E-010	1341.54	
2752	12/3/2019	11:55:41:00 AM	609	1.08927E-010	1341.16	
2753	12/3/2019	11:55:41:20 AM	609.203	1.13204E-010	1341.31	
2754	12/3/2019	11:55:41:42 AM	609.422	1.08108E-010	1341.84	
2755	12/3/2019	11:55:41:64 AM	609.64	1.09746E-010	1342.51	
2756	12/3/2019	11:55:41:84 AM	609.844	1.06834E-010	1342.1	
2757	12/3/2019	11:55:42:04 AM	610.047	1.05924E-010	1342.21	
2758	12/3/2019	11:55:42:26 AM	610.265	1.08017E-010	1342.59	
2759	12/3/2019	11:55:42:46 AM	610.469	1.14698E-010	1342.93	
2760	12/3/2019	11:55:42:68 AM	610.687	1.1375E-010	1342.96	
2761	12/3/2019	11:55:42:89 AM	610.89	1.08927E-010	1343.11	
2762	12/3/2019	11:55:43:10 AM	611.109	1.092E-010	1342.85	
2763	12/3/2019	11:55:43:31 AM	611.312	1.09564E-010	1342.81	
2764	12/3/2019	11:55:43:53 AM	611.531	1.11293E-010	1342.85	
2765	12/3/2019	11:55:43:75 AM	611.75	1.14569E-010	1342.89	
2766	12/3/2019	11:55:43:96 AM	611.969	1.10474E-010	1343.11	
2767	12/3/2019	11:55:44:18 AM	612.187	1.10292E-010	1343.3	
2768	12/3/2019	11:55:44:42 AM	612.422	1.10861E-010	1343.45	
2769	12/3/2019	11:55:44:64 AM	612.64	1.10383E-010	1343.6	
2770	12/3/2019	11:55:44:84 AM	612.844	1.11566E-010	1343.49	
2771	12/3/2019	11:55:45:06 AM	613.062	1.16025E-010	1344.13	
2772	12/3/2019	11:55:45:28 AM	613.281	1.12613E-010	1344.02	
2773	12/3/2019	11:55:45:50 AM	613.5	1.11612E-010	1343.98	
2774	12/3/2019	11:55:45:70 AM	613.703	1.12749E-010	1343.98	
2775	12/3/2019	11:55:45:90 AM	613.906	1.11748E-010	1344.13	
2776	12/3/2019	11:55:46:12 AM	614.125	1.0556E-010	1344.24	
2777	12/3/2019	11:55:46:32 AM	614.328	1.09928E-010	1344.28	
2778	12/3/2019	11:55:46:54 AM	614.547	1.08381E-010	1344.13	
2779	12/3/2019	11:55:46:75 AM	614.75	1.06015E-010	1344.28	
2780	12/3/2019	11:55:46:96 AM	614.969	1.13477E-010	1344.05	
2781	12/3/2019	11:55:47:18 AM	615.187	1.09526E-010	1344.17	
2782	12/3/2019	11:55:47:39 AM	615.39	1.11293E-010	1344.32	
2783	12/3/2019	11:55:47:62 AM	615.625	1.18482E-010	1344.88	
2784	12/3/2019	11:55:47:85 AM	615.859	1.1284E-010	1344.73	
2785	12/3/2019	11:55:48:06 AM	616.062	1.05196E-010	1344.84	
2786	12/3/2019	11:55:48:28 AM	616.281	1.1011E-010	1344.88	
2787	12/3/2019	11:55:48:50 AM	616.5	1.09109E-010	1345.14	
2788	12/3/2019	11:55:48:71 AM	616.719	1.10201E-010	1345.29	
2789	12/3/2019	11:55:48:92 AM	616.922	1.10838E-010	1345.29	
2790	12/3/2019	11:55:49:14 AM	617.14	1.10838E-010	1345.26	
2791	12/3/2019	11:55:49:34 AM	617.344	1.08836E-010	1345.33	
2792	12/3/2019	11:55:49:56 AM	617.562	1.08745E-010	1345.22	
2793	12/3/2019	11:55:49:76 AM	617.765	1.06925E-010	1345.22	
2794	12/3/2019	11:55:49:98 AM	617.984	1.0738E-010	1345.82	
2795	12/3/2019	11:55:50:18 AM	618.187	1.09928E-010	1345.9	
2796	12/3/2019	11:55:50:40 AM	618.406	1.11748E-010	1345.93	
2797	12/3/2019	11:55:50:62 AM	618.625	1.0829E-010	1346.01	
2798	12/3/2019	11:55:50:84 AM	618.844	1.08199E-010	1346.12	
2799	12/3/2019	11:55:51:04 AM	619.047	1.12203E-010	1346.35	
2800	12/3/2019	11:55:51:26 AM	619.265	1.07744E-010	1346.27	
2801	12/3/2019	11:55:51:46 AM	619.469	1.13477E-010	1346.35	
