	index	scenario_id	compound_id	smiles	reduced_smiles	halflife_comment	halflife_model	acidity	temperature	halflife	halflife_log	hl_log_gmean	hl_log_median	hl_log_std	hl_log_spread	acidity_std	temperature_std	biomass_log_std	hl_bayesian_mean	hl_bayesian_std	package
20	22	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/994a8871-e4dd-4770-be53-c8065eb3d149	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	7.6	20.0	0.1320280343923705	-0.8793338423608185	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
21	23	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/8b6de271-2f1d-4b54-a931-1103bcfffb92	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	7.6	20.0	0.0901361743250904	-1.0451008787562928	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
22	24	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/66a37e72-604a-4565-b11d-028361e8dee5	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	6.2	20.0	0.148425520462515	-0.8284914195209737	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
23	25	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/11ab35d6-e858-4d42-90cb-1faa3926e041	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	7.0	20.0	0.0471208144500302	-1.3267872116823918	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
24	26	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/7c1e5ee1-a135-4617-8c16-be9bb45cebb8	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	7.3	20.0	0.0979021441468849	-1.009207796644631	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
25	27	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/623766a1-0906-419f-af92-5ea822018ef1	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	8.1	20.0	0.3194226638525093	-0.4956342728033911	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
26	28	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/c0bbfaef-20cc-4233-8163-7e81536d3569	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	7.0	20.0	5.776226504666211	0.7616442149975136	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
27	29	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f4294a8d-5160-4ec2-8abf-aee6977ec644	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	8.1	20.0	1.61197018734871	0.2073570054655518	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
28	30	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/e759c386-e0b5-4d55-b86b-5e000772e2fa	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	8.1	20.0	34.657359027997266	1.5397954653811572	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
29	31	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/4add7a96-a384-46c2-b249-2645126d5787	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		Pseudo first order	8.1	21.0	0.5904587093658793	-0.228810467096256	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
30	32	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/e862e05b-0610-43e0-9c5c-8fadd7625544	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1		First order	7.5	20.0	0.0443756197541578	-1.3528555684961432	-0.269163137898279	-0.3420452212713866	0.9430982346698654	2.8926510338773004	0.6771790225423616	0.8112726208286107	3.1145232543747072	-0.4	1.12	0
